MajorCommandID,MajorCommandCode,MajorCommandName,ContractingOfficeID,ContractingOfficeName,ContractingAgencyID,ContractingDepartmentID,Fiscal.Year,ActionObligation,ContractingActions
ORG-2936,NAVAIR,NAVAIR,AC534,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$25,786,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AC535,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$3,164,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AC535,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"($136,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AC541,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$37,250,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AC5G0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$252,259,000.00 ",24
ORG-2936,NAVAIR,NAVAIR,AC5G0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$77,143,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AC5G0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$324,474,000.00 ",45
ORG-2936,NAVAIR,NAVAIR,AC5J0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$44,387,000.00 ",27
ORG-2936,NAVAIR,NAVAIR,AC5J0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$472,373,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AC5J0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$640,823,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AC5M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$146,746,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AC5M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1991,"$123,847,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AC5M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$291,524,000.00 ",8
ORG-2936,NAVAIR,NAVAIR,AC5M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$143,470,000.00 ",13
ORG-2936,NAVAIR,NAVAIR,AC5M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$140,425,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AC5R0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$218,993,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AC5R0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$240,350,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD000,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$550,845,000.00 ",599
ORG-2936,NAVAIR,NAVAIR,AD000,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$331,385,000.00 ",516
ORG-2936,NAVAIR,NAVAIR,AD000,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$222,270,000.00 ",413
ORG-2936,NAVAIR,NAVAIR,AD011,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$550,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AD035,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$33,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD037,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$908,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AD059,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$322,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD060,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$106,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD070,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"($33,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AD072,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$11,384,000.00 ",26
ORG-2936,NAVAIR,NAVAIR,AD075,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$2,042,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AD077,DOD/DEPARTMENT OF THE NAVY,1700,9700,1991,"$136,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD079,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$182,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AD108,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$2,751,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AD108,DOD/DEPARTMENT OF THE NAVY,1700,9700,1991,"($193,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AD109,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$4,384,000.00 ",40
ORG-2936,NAVAIR,NAVAIR,AD118,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$486,000.00 ",8
ORG-2936,NAVAIR,NAVAIR,AD122,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$1,146,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD124,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$1,129,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD156,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$5,854,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AD161,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$1,724,000.00 ",5
ORG-2936,NAVAIR,NAVAIR,AD164,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$2,342,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AD170,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$488,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AD171,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"$100,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AF400,NAVAL AIR SYSTEMS COMMAND,1700,9700,1990,"($163,000.00)",3
ORG-2936,NAVAIR,NAVAIR,AF410,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$91,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AF412,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"($33,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AF419,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$75,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AF426,AFPRO BOWING MILITARY AIRPLAINESP.O. BOX 773,1700,9700,1990,"$84,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AM611,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$69,879,000.00 ",19
ORG-2936,NAVAIR,NAVAIR,AM611,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$32,803,000.00 ",13
ORG-2936,NAVAIR,NAVAIR,AM611,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$42,378,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AM614,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$181,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AM614,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$5,205,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AM615,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$101,425,000.00 ",18
ORG-2936,NAVAIR,NAVAIR,AM615,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$20,068,000.00 ",27
ORG-2936,NAVAIR,NAVAIR,AM615,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$103,050,000.00 ",13
ORG-2936,NAVAIR,NAVAIR,AM616,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$324,994,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AM616,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$183,443,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AM616,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$55,928,000.00 ",10
ORG-2936,NAVAIR,NAVAIR,AM622,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$7,354,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AM622,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$10,670,000.00 ",26
ORG-2936,NAVAIR,NAVAIR,AM622,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$60,564,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AM625,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$67,759,000.00 ",11
ORG-2936,NAVAIR,NAVAIR,AM625,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$137,227,000.00 ",11
ORG-2936,NAVAIR,NAVAIR,AM625,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$47,519,000.00 ",6
ORG-2936,NAVAIR,NAVAIR,AM626,DOD/DEPARTMENT OF THE NAVY,1700,9700,1990,"$986,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AM631,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$68,445,000.00 ",17
ORG-2936,NAVAIR,NAVAIR,AM631,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$27,061,000.00 ",17
ORG-2936,NAVAIR,NAVAIR,AM631,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$12,158,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AM632,DOD/DEPARTMENT OF THE NAVY,1700,9700,1992,"$70,442,000.00 ",24
ORG-2936,NAVAIR,NAVAIR,AM632,DOD/DEPARTMENT OF THE NAVY,1700,9700,1993,"$9,769,000.00 ",13
ORG-2936,NAVAIR,NAVAIR,AM632,DOD/DEPARTMENT OF THE NAVY,1700,9700,1994,"$30,231,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AM636,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"($886,000.00)",8
ORG-2936,NAVAIR,NAVAIR,AM636,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$11,603,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AN301,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"($1,743,000.00)",7
ORG-2936,NAVAIR,NAVAIR,AN301,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$59,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AN301,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$17,686,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AN311,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"($328,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AN316,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"($1,045,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AT711,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$431,571,000.00 ",55
ORG-2936,NAVAIR,NAVAIR,AT711,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$248,093,000.00 ",41
ORG-2936,NAVAIR,NAVAIR,AT711,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$183,903,000.00 ",26
ORG-2936,NAVAIR,NAVAIR,AT713,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$110,919,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AT715,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$117,124,000.00 ",17
ORG-2936,NAVAIR,NAVAIR,AT715,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$233,859,000.00 ",19
ORG-2936,NAVAIR,NAVAIR,AT715,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$283,244,000.00 ",35
ORG-2936,NAVAIR,NAVAIR,AT717,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$14,556,000.00 ",23
ORG-2936,NAVAIR,NAVAIR,AT717,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$18,583,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AT717,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$20,970,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AT722,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$86,441,000.00 ",26
ORG-2936,NAVAIR,NAVAIR,AT722,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$48,322,000.00 ",23
ORG-2936,NAVAIR,NAVAIR,AT722,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$30,182,000.00 ",15
ORG-2936,NAVAIR,NAVAIR,AT723,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$29,163,000.00 ",57
ORG-2936,NAVAIR,NAVAIR,AT723,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$38,213,000.00 ",62
ORG-2936,NAVAIR,NAVAIR,AT723,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$29,546,000.00 ",67
ORG-2936,NAVAIR,NAVAIR,AT724,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$1,701,000.00 ",6
ORG-2936,NAVAIR,NAVAIR,AT724,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$20,834,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AT724,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$58,203,000.00 ",19
ORG-2936,NAVAIR,NAVAIR,AT725,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"($169,000.00)",6
ORG-2936,NAVAIR,NAVAIR,AT725,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$2,845,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AT725,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$30,850,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,A8003,DOD/DEPARTMENT OF THE NAVY,1700,9700,1995,"$32,496,000.00 ",263
ORG-2936,NAVAIR,NAVAIR,A8003,DOD/DEPARTMENT OF THE NAVY,1700,9700,1996,"$16,223,000.00 ",164
ORG-2936,NAVAIR,NAVAIR,A8003,DOD/DEPARTMENT OF THE NAVY,1700,9700,1997,$0.00 ,2
ORG-2936,NAVAIR,NAVAIR,A8004,DOD/DEPARTMENT OF THE NAVY,1700,9700,1996,"$1,138,000.00 ",56
ORG-2936,NAVAIR,NAVAIR,A8005,DOD/DEPARTMENT OF THE NAVY,1700,9700,1995,"$5,000,000.00 ",24
ORG-2936,NAVAIR,NAVAIR,A8005,DOD/DEPARTMENT OF THE NAVY,1700,9700,1996,"$837,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,A8006,DOD/DEPARTMENT OF THE NAVY,1700,9700,1995,"$9,640,000.00 ",18
ORG-2936,NAVAIR,NAVAIR,A8006,DOD/DEPARTMENT OF THE NAVY,1700,9700,1996,"$4,466,000.00 ",17
ORG-2936,NAVAIR,NAVAIR,A8007,DOD/DEPARTMENT OF THE NAVY,1700,9700,1995,"$24,780,000.00 ",20
