MajorCommandID,MajorCommandCode,MajorCommandName,ContractingOfficeID,ContractingOfficeName,ContractingAgencyID,ContractingDepartmentID,Fiscal.Year,ActionObligation,ContractingActions
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1990,"$3,511,000.00 ",31
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1991,"$4,478,000.00 ",39
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1992,"$4,896,000.00 ",40
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1993,"$3,681,000.00 ",57
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1994,"$5,217,000.00 ",66
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1995,"$1,401,000.00 ",62
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1996,"$10,815,000.00 ",562
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1997,"$16,906,000.00 ",310
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1998,"$10,318,000.00 ",164
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,1999,"$17,685,000.00 ",197
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,2000,"$17,725,000.00 ",225
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,2001,"$14,584,000.00 ",283
ORG-2203,1252,FOOD SAFETY AND INSPECTION SERVICE,03A94,DEPT OF AGRIC/FOOD SAFETY AND INSPECT SVC,1252,1200,2002,"$10,725,000.00 ",167
ORG-2936,NAVAIR,NAVAIR,AA411,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$182,663,000.00 ",8
ORG-2936,NAVAIR,NAVAIR,AA411,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"($6,843,000.00)",5
ORG-2936,NAVAIR,NAVAIR,AA411,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"($357,959,000.00)",8
ORG-2936,NAVAIR,NAVAIR,AA412,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$175,946,000.00 ",20
ORG-2936,NAVAIR,NAVAIR,AA412,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$73,500,000.00 ",11
ORG-2936,NAVAIR,NAVAIR,AA413,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$11,086,000.00 ",19
ORG-2936,NAVAIR,NAVAIR,AA413,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$124,207,000.00 ",18
ORG-2936,NAVAIR,NAVAIR,AA413,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$21,605,000.00 ",14
ORG-2936,NAVAIR,NAVAIR,AA414,DOD/DEPARTMENT OF THE NAVY,1700,9700,1992,"$72,076,000.00 ",15
ORG-2936,NAVAIR,NAVAIR,AA414,DOD/DEPARTMENT OF THE NAVY,1700,9700,1993,"$132,213,000.00 ",8
ORG-2936,NAVAIR,NAVAIR,AA414,DOD/DEPARTMENT OF THE NAVY,1700,9700,1994,"$13,688,000.00 ",10
ORG-2936,NAVAIR,NAVAIR,AA415,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$626,356,000.00 ",14
ORG-2936,NAVAIR,NAVAIR,AA415,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$45,935,000.00 ",10
ORG-2936,NAVAIR,NAVAIR,AA415,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$71,350,000.00 ",18
ORG-2936,NAVAIR,NAVAIR,AA421,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$151,642,000.00 ",20
ORG-2936,NAVAIR,NAVAIR,AA421,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$259,099,000.00 ",18
ORG-2936,NAVAIR,NAVAIR,AA421,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$87,715,000.00 ",17
ORG-2936,NAVAIR,NAVAIR,AA423,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$44,909,000.00 ",20
ORG-2936,NAVAIR,NAVAIR,AA423,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$7,740,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AA423,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$98,979,000.00 ",5
ORG-2936,NAVAIR,NAVAIR,AA427,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$419,017,000.00 ",24
ORG-2936,NAVAIR,NAVAIR,AA427,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$270,494,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AA427,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$394,470,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AA429,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$1,953,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AA431,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$32,109,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AA432,DOD/DEPARTMENT OF THE NAVY,1700,9700,1994,"$6,529,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AA435,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$20,754,000.00 ",8
ORG-2936,NAVAIR,NAVAIR,AA436,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$232,391,000.00 ",6
ORG-2936,NAVAIR,NAVAIR,AA4E0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$1,617,222,000.00 ",75
ORG-2936,NAVAIR,NAVAIR,AA4E0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$1,561,441,000.00 ",54
ORG-2936,NAVAIR,NAVAIR,AA4E0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$1,404,652,000.00 ",58
ORG-2936,NAVAIR,NAVAIR,AA4G0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$5,714,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AA4J0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$10,468,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AA4K0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$99,996,000.00 ",5
ORG-2936,NAVAIR,NAVAIR,AA4K0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$46,999,000.00 ",6
ORG-2936,NAVAIR,NAVAIR,AA4L0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$15,781,000.00 ",10
ORG-2936,NAVAIR,NAVAIR,AA4L0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"($71,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AA4M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$180,185,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AA4M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$552,779,000.00 ",9
ORG-2936,NAVAIR,NAVAIR,AA4M0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$138,840,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AA4X0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$6,744,000.00 ",5
ORG-2936,NAVAIR,NAVAIR,AA4X0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"($1,036,000.00)",2
ORG-2936,NAVAIR,NAVAIR,AA4X0,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"($196,000.00)",2
ORG-2936,NAVAIR,NAVAIR,AC512,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$316,621,000.00 ",28
ORG-2936,NAVAIR,NAVAIR,AC512,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$229,678,000.00 ",21
ORG-2936,NAVAIR,NAVAIR,AC512,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$262,474,000.00 ",27
ORG-2936,NAVAIR,NAVAIR,AC514,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$1,907,000.00 ",1
ORG-2936,NAVAIR,NAVAIR,AC514,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$77,044,000.00 ",29
ORG-2936,NAVAIR,NAVAIR,AC514,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$126,033,000.00 ",39
ORG-2936,NAVAIR,NAVAIR,AC515,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$333,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AC515,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$23,522,000.00 ",11
ORG-2936,NAVAIR,NAVAIR,AC51S,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$100,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AC521,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$41,846,000.00 ",16
ORG-2936,NAVAIR,NAVAIR,AC521,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$20,918,000.00 ",16
ORG-2936,NAVAIR,NAVAIR,AC521,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$15,096,000.00 ",14
ORG-2936,NAVAIR,NAVAIR,AC522,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$24,324,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AC522,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$39,639,000.00 ",21
ORG-2936,NAVAIR,NAVAIR,AC522,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$58,657,000.00 ",11
ORG-2936,NAVAIR,NAVAIR,AC523,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$34,924,000.00 ",5
ORG-2936,NAVAIR,NAVAIR,AC524,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$20,979,000.00 ",7
ORG-2936,NAVAIR,NAVAIR,AC524,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$206,282,000.00 ",25
ORG-2936,NAVAIR,NAVAIR,AC524,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$331,849,000.00 ",24
ORG-2936,NAVAIR,NAVAIR,AC525,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$64,742,000.00 ",6
ORG-2936,NAVAIR,NAVAIR,AC525,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$22,719,000.00 ",12
ORG-2936,NAVAIR,NAVAIR,AC525,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"$30,755,000.00 ",3
ORG-2936,NAVAIR,NAVAIR,AC526,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$12,804,000.00 ",4
ORG-2936,NAVAIR,NAVAIR,AC526,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"($179,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AC528,NAVAL AIR SYSTEMS COMMAND,1700,9700,1994,"($560,000.00)",1
ORG-2936,NAVAIR,NAVAIR,AC531,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$35,807,000.00 ",22
ORG-2936,NAVAIR,NAVAIR,AC531,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$142,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AC532,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$119,237,000.00 ",26
ORG-2936,NAVAIR,NAVAIR,AC532,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$10,727,000.00 ",2
ORG-2936,NAVAIR,NAVAIR,AC533,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$157,940,000.00 ",19
ORG-2936,NAVAIR,NAVAIR,AC533,NAVAL AIR SYSTEMS COMMAND,1700,9700,1993,"$13,356,000.00 ",5
ORG-2936,NAVAIR,NAVAIR,AC534,NAVAL AIR SYSTEMS COMMAND,1700,9700,1992,"$7,984,000.00 ",6
