Fiscal_Year,Contracting_Agency_ID,ContractingOfficeID,MajorCommandID
1990,1700,AC5M0,ORG-2936
1990,1700,AD011,ORG-2936
1990,1700,AD035,ORG-2936
1990,1700,AD037,ORG-2936
1990,1700,AD059,ORG-2936
1990,1700,AD060,ORG-2936
1990,1700,AD070,ORG-2936
1990,1700,AD072,ORG-2936
1990,1700,AD075,ORG-2936
1990,1700,AD079,ORG-2936
1990,1700,AD108,ORG-2936
1990,1700,AD109,ORG-2936
1990,1700,AD118,ORG-2936
1990,1700,AD122,ORG-2936
1990,1700,AD124,ORG-2936
1990,1700,AD156,ORG-2936
1990,1700,AD161,ORG-2936
1990,1700,AD164,ORG-2936
1990,1700,AD170,ORG-2936
1990,1700,AD171,ORG-2936
1990,1700,AF400,ORG-2936
1990,1700,AF410,ORG-2936
1990,1700,AF412,ORG-2936
1990,1700,AF426,ORG-2936
1990,1700,AM626,ORG-2936
1990,1700,AM6A1,ORG-2936
1990,1700,BD303,ORG-2941
1990,1700,BD403,ORG-2941
1990,1700,BD603,ORG-2941
1990,1700,BH004,ORG-2941
1990,1700,BN227,ORG-2941
1990,1700,BN679,ORG-2941
1990,1700,BN907,ORG-2941
1990,1700,BS670,ORG-2941
1990,1700,BS673,ORG-2941
1990,1700,BS789,ORG-2941
1990,1700,BS791,ORG-2941
1990,1700,BS793,ORG-2941
1990,1700,BS798,ORG-2941
1990,1700,BS870,ORG-2941
1990,1700,BS990,ORG-2941
1990,1700,C0025,ORG-2940
1990,1700,C2467,ORG-2940
1990,1700,C2470,ORG-2940
1990,1700,C2472,ORG-2940
1990,1700,C2474,ORG-2940
1990,1700,C2477,ORG-2940
1990,1700,C2742,ORG-2940
1990,1700,C4255,ORG-2940
1990,1700,C7408,ORG-2940
1990,1700,C8711,ORG-2940
1990,1700,D1221,ORG-2944
1990,1700,E612A,ORG-2945
1990,1700,E612B,ORG-2945
1990,1700,E614A,ORG-2945
1990,1700,E614B,ORG-2945
1990,1700,F0243,ORG-2943
1990,1700,F0264,ORG-2943
1990,1700,F2204,ORG-2943
1990,1700,F7004,ORG-2943
1990,1700,F7399,ORG-2943
1990,1700,KA501,ORG-2937
1990,1700,KA503,ORG-2937
1990,1700,KA506,ORG-2937
1990,1700,KA508,ORG-2937
1990,1700,KA510,ORG-2937
1990,1700,KA513,ORG-2937
1990,1700,KA514,ORG-2937
1990,1700,RX500,ORG-2937
1990,1700,RX562,ORG-2937
1990,1700,TA10C,ORG-2937
1990,1700,TK530,ORG-2937
1990,1700,TK695,ORG-2937
1990,1700,TN517,ORG-2937
1990,1700,UB901,ORG-2937
1990,1700,WC603,ORG-2937
1990,1700,XDA01,ORG-2946
1990,1700,XSP01,ORG-2942
1990,1700,XSP02,ORG-2942
1990,2100,AB07,ORG-2877
1990,2100,AE30,ORG-2877
1990,2100,AH01,ORG-2877
1990,2100,CA43,ORG-2872
1990,5700,DA17,ORG-2837
1990,5700,QA09,ORG-2844
1990,5700,QA140,ORG-2844
1990,96CE,CW01,ORG-2757
1990,96CE,CW03,ORG-2757
1990,96CE,CW05,ORG-2757
1990,96CE,CW07,ORG-2757
1990,96CE,CW17,ORG-2757
1990,96CE,CW23,ORG-2757
1990,96CE,CW25,ORG-2757
1990,96CE,CW27,ORG-2757
1990,96CE,CW29,ORG-2757
1990,96CE,CW31,ORG-2757
1990,96CE,CW33,ORG-2757
1990,96CE,CW37,ORG-2757
1990,96CE,CW38,ORG-2757
1990,96CE,CW41,ORG-2757
1990,96CE,CW43,ORG-2757
1990,96CE,CW45,ORG-2757
1990,96CE,CW47,ORG-2757
1990,96CE,CW49,ORG-2757
1990,96CE,CW51,ORG-2757
1990,96CE,CW56,ORG-2757
1990,96CE,CW57,ORG-2757
1990,96CE,CW59,ORG-2757
1990,96CE,CW61,ORG-2757
1990,96CE,CW63,ORG-2757
1990,96CE,CW64,ORG-2757
1990,96CE,CW65,ORG-2757
1990,96CE,CW66,ORG-2757
1990,96CE,CW67,ORG-2757
1990,96CE,CW68,ORG-2757
1990,96CE,CW69,ORG-2757
1990,96CE,CW72,ORG-2757
1990,96CE,CW83,ORG-2757
1990,96CE,CW85,ORG-2757
1990,96CE,CW87,ORG-2757
1991,1700,AC5M0,ORG-2936
1991,1700,AD077,ORG-2936
1991,1700,AD108,ORG-2936
1991,1700,AM6A1,ORG-2936
1991,1700,BD303,ORG-2941
1991,1700,BD403,ORG-2941
1991,1700,BD603,ORG-2941
1991,1700,BH004,ORG-2941
1991,1700,BN227,ORG-2941
1991,1700,BN317,ORG-2941
1991,1700,BN679,ORG-2941
1991,1700,BN907,ORG-2941
1991,1700,BS670,ORG-2941
1991,1700,BS673,ORG-2941
1991,1700,BS789,ORG-2941
1991,1700,BS791,ORG-2941
1991,1700,BS793,ORG-2941
1991,1700,BS798,ORG-2941
1991,1700,BS870,ORG-2941
1991,1700,BS990,ORG-2941
1991,1700,C0025,ORG-2940
1991,1700,C2467,ORG-2940
1991,1700,C2470,ORG-2940
1991,1700,C2472,ORG-2940
1991,1700,C2474,ORG-2940
1991,1700,C2477,ORG-2940
1991,1700,C2742,ORG-2940
1991,1700,C7408,ORG-2940
1991,1700,C8711,ORG-2940
1991,1700,E612A,ORG-2945
1991,1700,E612B,ORG-2945
1991,1700,E614A,ORG-2945
1991,1700,E614B,ORG-2945
1991,1700,F0243,ORG-2943
1991,1700,F0264,ORG-2943
1991,1700,F2204,ORG-2943
1991,1700,F7004,ORG-2943
1991,1700,F7399,ORG-2943
1991,1700,FLB13,ORG-2943
1991,1700,KA510,ORG-2937
1991,1700,KA511,ORG-2937
1991,1700,KA513,ORG-2937
1991,1700,KA514,ORG-2937
1991,1700,TA10C,ORG-2937
1991,1700,TK530,ORG-2937
1991,1700,TK620,ORG-2937
1991,1700,TK695,ORG-2937
1991,1700,TN517,ORG-2937
1991,1700,UB901,ORG-2937
1991,1700,WC603,ORG-2937
1991,1700,XSP01,ORG-2942
1991,1700,XSP02,ORG-2942
1991,2100,AA09,ORG-2877
1991,2100,AB07,ORG-2877
1991,2100,AE07,ORG-2877
1991,2100,AM01,ORG-2877
1991,2100,CA43,ORG-2872
1991,2100,CA51,ORG-2872
1991,2100,JA37,ORG-2855
1991,2100,KF10,ORG-2863
1991,5700,DA17,ORG-2837
1991,5700,QA140,ORG-2844
1991,96CE,CW01,ORG-2757
1991,96CE,CW03,ORG-2757
1991,96CE,CW05,ORG-2757
1991,96CE,CW07,ORG-2757
1991,96CE,CW09,ORG-2757
1991,96CE,CW17,ORG-2757
1991,96CE,CW23,ORG-2757
1991,96CE,CW25,ORG-2757
1991,96CE,CW27,ORG-2757
1991,96CE,CW29,ORG-2757
1991,96CE,CW31,ORG-2757
1991,96CE,CW33,ORG-2757
1991,96CE,CW35,ORG-2757
1991,96CE,CW37,ORG-2757
1991,96CE,CW38,ORG-2757
1991,96CE,CW41,ORG-2757
1991,96CE,CW43,ORG-2757
1991,96CE,CW45,ORG-2757
1991,96CE,CW47,ORG-2757
1991,96CE,CW49,ORG-2757
1991,96CE,CW51,ORG-2757
1991,96CE,CW56,ORG-2757
1991,96CE,CW57,ORG-2757
1991,96CE,CW59,ORG-2757
1991,96CE,CW61,ORG-2757
1991,96CE,CW63,ORG-2757
1991,96CE,CW64,ORG-2757
1991,96CE,CW65,ORG-2757
1991,96CE,CW66,ORG-2757
1991,96CE,CW67,ORG-2757
1991,96CE,CW68,ORG-2757
1991,96CE,CW69,ORG-2757
1991,96CE,CW72,ORG-2757
1991,96CE,CW83,ORG-2757
1991,96CE,CW85,ORG-2757
1991,96CE,CW87,ORG-2757
1992,1700,AA411,ORG-2936
1992,1700,AA413,ORG-2936
1992,1700,AA414,ORG-2936
1992,1700,AA415,ORG-2936
1992,1700,AA421,ORG-2936
1992,1700,AA423,ORG-2936
1992,1700,AA427,ORG-2936
1992,1700,AA429,ORG-2936
1992,1700,AA4E0,ORG-2936
1992,1700,AA4G0,ORG-2936
1992,1700,AA4K0,ORG-2936
1992,1700,AA4L0,ORG-2936
1992,1700,AA4M0,ORG-2936
1992,1700,AA4X0,ORG-2936
1992,1700,AC512,ORG-2936
1992,1700,AC514,ORG-2936
1992,1700,AC515,ORG-2936
1992,1700,AC51S,ORG-2936
1992,1700,AC521,ORG-2936
1992,1700,AC522,ORG-2936
1992,1700,AC523,ORG-2936
1992,1700,AC524,ORG-2936
1992,1700,AC525,ORG-2936
1992,1700,AC526,ORG-2936
1992,1700,AC531,ORG-2936
1992,1700,AC532,ORG-2936
1992,1700,AC533,ORG-2936
1992,1700,AC534,ORG-2936
1992,1700,AC535,ORG-2936
1992,1700,AC541,ORG-2936
1992,1700,AC5G0,ORG-2936
1992,1700,AC5J0,ORG-2936
1992,1700,AC5M0,ORG-2936
1992,1700,AC5R0,ORG-2936
1992,1700,AD000,ORG-2936
1992,1700,AF419,ORG-2936
1992,1700,AM611,ORG-2936
1992,1700,AM614,ORG-2936
1992,1700,AM615,ORG-2936
1992,1700,AM616,ORG-2936
1992,1700,AM622,ORG-2936
1992,1700,AM625,ORG-2936
1992,1700,AM631,ORG-2936
1992,1700,AM632,ORG-2936
1992,1700,AN301,ORG-2936
1992,1700,AN316,ORG-2936
1992,1700,AT711,ORG-2936
1992,1700,AT713,ORG-2936
1992,1700,AT715,ORG-2936
1992,1700,AT717,ORG-2936
1992,1700,AT722,ORG-2936
1992,1700,AT723,ORG-2936
1992,1700,AT724,ORG-2936
1992,1700,AT725,ORG-2936
1992,1700,BD102,ORG-2941
1992,1700,BD202,ORG-2941
1992,1700,BD302,ORG-2941
1992,1700,BD303,ORG-2941
1992,1700,BD305,ORG-2941
1992,1700,BD401,ORG-2941
1992,1700,BD402,ORG-2941
1992,1700,BD501,ORG-2941
1992,1700,BD506,ORG-2941
1992,1700,BD602,ORG-2941
1992,1700,BD603,ORG-2941
1992,1700,BD605,ORG-2941
1992,1700,BD702,ORG-2941
1992,1700,BD901,ORG-2941
1992,1700,BD910,ORG-2941
1992,1700,BH004,ORG-2941
1992,1700,BN117,ORG-2941
1992,1700,BN207,ORG-2941
1992,1700,BN227,ORG-2941
1992,1700,BN317,ORG-2941
1992,1700,BN403,ORG-2941
1992,1700,BN536,ORG-2941
1992,1700,BN540,ORG-2941
1992,1700,BN543,ORG-2941
1992,1700,BN547,ORG-2941
1992,1700,BN679,ORG-2941
1992,1700,BN861,ORG-2941
1992,1700,BN907,ORG-2941
1992,1700,BS670,ORG-2941
1992,1700,BS673,ORG-2941
1992,1700,BS786,ORG-2941
1992,1700,BS789,ORG-2941
1992,1700,BS791,ORG-2941
1992,1700,BS793,ORG-2941
1992,1700,BS798,ORG-2941
1992,1700,BS870,ORG-2941
1992,1700,BS990,ORG-2941
1992,1700,C2467,ORG-2940
1992,1700,C2470,ORG-2940
1992,1700,C2472,ORG-2940
1992,1700,C2474,ORG-2940
1992,1700,C2477,ORG-2940
1992,1700,C2742,ORG-2940
1992,1700,C2766,ORG-2940
1992,1700,C3191,ORG-2940
1992,1700,C4255,ORG-2940
1992,1700,C7408,ORG-2940
1992,1700,C8711,ORG-2940
1992,1700,C8950,ORG-2940
1992,1700,D0221,ORG-2944
1992,1700,D0223,ORG-2944
1992,1700,D0231,ORG-2944
1992,1700,D0233,ORG-2944
1992,1700,E3220,ORG-2945
1992,1700,E3230,ORG-2945
1992,1700,E3240,ORG-2945
1992,1700,E3250,ORG-2945
1992,1700,E3410,ORG-2945
1992,1700,E612B,ORG-2945
1992,1700,E614A,ORG-2945
1992,1700,E614B,ORG-2945
1992,1700,F0243,ORG-2943
1992,1700,F0263,ORG-2943
1992,1700,F0264,ORG-2943
1992,1700,F2204,ORG-2943
1992,1700,F274C,ORG-2943
1992,1700,F274E,ORG-2943
1992,1700,F274H,ORG-2943
1992,1700,F274M,ORG-2943
1992,1700,F274O,ORG-2943
1992,1700,F274P,ORG-2943
1992,1700,F274S,ORG-2943
1992,1700,F274Z,ORG-2943
1992,1700,F7004,ORG-2943
1992,1700,F7399,ORG-2943
1992,1700,G0133,ORG-2939
1992,1700,G0233,ORG-2939
1992,1700,G0333,ORG-2939
1992,1700,G0433,ORG-2939
1992,1700,G2383,ORG-2939
1992,1700,G2404,ORG-2939
1992,1700,G2522,ORG-2939
1992,1700,G2537,ORG-2939
1992,1700,G2538,ORG-2939
1992,1700,G308A,ORG-2939
1992,1700,G6077,ORG-2939
1992,1700,HA102,ORG-2937
1992,1700,NB500,ORG-2937
1992,1700,NJ501,ORG-2937
1992,1700,NS500,ORG-2937
1992,1700,PB610,ORG-2937
1992,1700,PE501,ORG-2937
1992,1700,PG622,ORG-2937
1992,1700,PK100,ORG-2937
1992,1700,PK605,ORG-2937
1992,1700,PK618,ORG-2937
1992,1700,PK620,ORG-2937
1992,1700,PK621,ORG-2937
1992,1700,PK627,ORG-2937
1992,1700,PK628,ORG-2937
1992,1700,QD401,ORG-2937
1992,1700,QH501,ORG-2937
1992,1700,QH502,ORG-2937
1992,1700,QK501,ORG-2937
1992,1700,QK601,ORG-2937
1992,1700,QK604,ORG-2937
1992,1700,QN501,ORG-2937
1992,1700,QN502,ORG-2937
1992,1700,QX605,ORG-2937
1992,1700,RA10A,ORG-2937
1992,1700,RA900,ORG-2937
1992,1700,RC502,ORG-2937
1992,1700,RC901,ORG-2937
1992,1700,RD400,ORG-2937
1992,1700,RD600,ORG-2937
1992,1700,RE500,ORG-2937
1992,1700,RF10D,ORG-2937
1992,1700,RG522,ORG-2937
1992,1700,RG523,ORG-2937
1992,1700,RG524,ORG-2937
1992,1700,RG527,ORG-2937
1992,1700,RG617,ORG-2937
1992,1700,RK601,ORG-2937
1992,1700,RK605,ORG-2937
1992,1700,RK606,ORG-2937
1992,1700,RK607,ORG-2937
1992,1700,RN200,ORG-2937
1992,1700,RN502,ORG-2937
1992,1700,RN503,ORG-2937
1992,1700,RN611,ORG-2937
1992,1700,RS510,ORG-2937
1992,1700,RX521,ORG-2937
1992,1700,RX522,ORG-2937
1992,1700,RX527,ORG-2937
1992,1700,SA10A,ORG-2937
1992,1700,TA10C,ORG-2937
1992,1700,TD503,ORG-2937
1992,1700,TE201,ORG-2937
1992,1700,TG527,ORG-2937
1992,1700,TG528,ORG-2937
1992,1700,TK400,ORG-2937
1992,1700,TK513,ORG-2937
1992,1700,TK530,ORG-2937
1992,1700,TK615,ORG-2937
1992,1700,TK617,ORG-2937
1992,1700,TK619,ORG-2937
1992,1700,TK621,ORG-2937
1992,1700,TK629,ORG-2937
1992,1700,TK688,ORG-2937
1992,1700,TK695,ORG-2937
1992,1700,TK765,ORG-2937
1992,1700,TK766,ORG-2937
1992,1700,TK767,ORG-2937
1992,1700,TL515,ORG-2937
1992,1700,TN517,ORG-2937
1992,1700,TN519,ORG-2937
1992,1700,TN531,ORG-2937
1992,1700,TN723,ORG-2937
1992,1700,TN726,ORG-2937
1992,1700,TT900,ORG-2937
1992,1700,UH101,ORG-2937
1992,1700,UX300,ORG-2937
1992,1700,VA10A,ORG-2937
1992,1700,VC500,ORG-2937
1992,1700,VH502,ORG-2937
1992,1700,VK810,ORG-2937
1992,1700,VK815,ORG-2937
1992,1700,VN506,ORG-2937
1992,1700,VN728,ORG-2937
1992,1700,WA50W,ORG-2937
1992,1700,WB901,ORG-2937
1992,1700,WB904,ORG-2937
1992,1700,WC506,ORG-2937
1992,1700,WC603,ORG-2937
1992,1700,WD503,ORG-2937
1992,1700,WE400,ORG-2937
1992,1700,WE505,ORG-2937
1992,1700,WF10K,ORG-2937
1992,1700,WG210,ORG-2937
1992,1700,WK201,ORG-2937
1992,1700,WK510,ORG-2937
1992,1700,WL203,ORG-2937
1992,1700,WN230,ORG-2937
1992,1700,WN504,ORG-2937
1992,1700,WN517,ORG-2937
1992,1700,WT630,ORG-2937
1992,1700,XSP01,ORG-2942
1992,1700,XSP02,ORG-2942
1992,2100,AA09,ORG-2877
1992,2100,AB07,ORG-2877
1992,2100,AJ09,ORG-2877
1992,2100,CA43,ORG-2872
1992,2100,SG60,ORG-2871
1992,5700,DA17,ORG-2837
1992,5700,GU86,ORG-2825
1992,5700,QA140,ORG-2844
1992,96CE,CW01,ORG-2757
1992,96CE,CW03,ORG-2757
1992,96CE,CW05,ORG-2757
1992,96CE,CW07,ORG-2757
1992,96CE,CW17,ORG-2757
1992,96CE,CW23,ORG-2757
1992,96CE,CW25,ORG-2757
1992,96CE,CW27,ORG-2757
1992,96CE,CW29,ORG-2757
1992,96CE,CW31,ORG-2757
1992,96CE,CW33,ORG-2757
1992,96CE,CW35,ORG-2757
1992,96CE,CW37,ORG-2757
1992,96CE,CW38,ORG-2757
1992,96CE,CW41,ORG-2757
1992,96CE,CW43,ORG-2757
1992,96CE,CW45,ORG-2757
1992,96CE,CW47,ORG-2757
1992,96CE,CW49,ORG-2757
1992,96CE,CW51,ORG-2757
1992,96CE,CW56,ORG-2757
1992,96CE,CW57,ORG-2757
1992,96CE,CW59,ORG-2757
1992,96CE,CW61,ORG-2757
1992,96CE,CW63,ORG-2757
1992,96CE,CW64,ORG-2757
1992,96CE,CW65,ORG-2757
1992,96CE,CW66,ORG-2757
1992,96CE,CW67,ORG-2757
1992,96CE,CW68,ORG-2757
1992,96CE,CW69,ORG-2757
1992,96CE,CW72,ORG-2757
1992,96CE,CW83,ORG-2757
1992,96CE,CW85,ORG-2757
1992,96CE,CW87,ORG-2757
1993,1700,AA411,ORG-2936
1993,1700,AA412,ORG-2936
1993,1700,AA413,ORG-2936
1993,1700,AA414,ORG-2936
1993,1700,AA415,ORG-2936
1993,1700,AA421,ORG-2936
1993,1700,AA423,ORG-2936
1993,1700,AA427,ORG-2936
1993,1700,AA4E0,ORG-2936
1993,1700,AA4K0,ORG-2936
1993,1700,AA4L0,ORG-2936
1993,1700,AA4M0,ORG-2936
1993,1700,AA4X0,ORG-2936
1993,1700,AC512,ORG-2936
1993,1700,AC514,ORG-2936
1993,1700,AC515,ORG-2936
1993,1700,AC521,ORG-2936
1993,1700,AC522,ORG-2936
1993,1700,AC524,ORG-2936
1993,1700,AC525,ORG-2936
1993,1700,AC526,ORG-2936
1993,1700,AC531,ORG-2936
1993,1700,AC532,ORG-2936
1993,1700,AC533,ORG-2936
1993,1700,AC534,ORG-2936
1993,1700,AC5G0,ORG-2936
1993,1700,AC5J0,ORG-2936
1993,1700,AC5M0,ORG-2936
1993,1700,AC5R0,ORG-2936
1993,1700,AD000,ORG-2936
1993,1700,AM611,ORG-2936
1993,1700,AM615,ORG-2936
1993,1700,AM616,ORG-2936
1993,1700,AM622,ORG-2936
1993,1700,AM625,ORG-2936
1993,1700,AM631,ORG-2936
1993,1700,AM632,ORG-2936
1993,1700,AM636,ORG-2936
1993,1700,AN301,ORG-2936
1993,1700,AT711,ORG-2936
1993,1700,AT715,ORG-2936
1993,1700,AT717,ORG-2936
1993,1700,AT722,ORG-2936
1993,1700,AT723,ORG-2936
1993,1700,AT724,ORG-2936
1993,1700,AT725,ORG-2936
1993,1700,BD102,ORG-2941
1993,1700,BD202,ORG-2941
1993,1700,BD206,ORG-2941
1993,1700,BD302,ORG-2941
1993,1700,BD401,ORG-2941
1993,1700,BD402,ORG-2941
1993,1700,BD506,ORG-2941
1993,1700,BD602,ORG-2941
1993,1700,BD603,ORG-2941
1993,1700,BD605,ORG-2941
1993,1700,BD702,ORG-2941
1993,1700,BD901,ORG-2941
1993,1700,BD910,ORG-2941
1993,1700,BH002,ORG-2941
1993,1700,BN207,ORG-2941
1993,1700,BN227,ORG-2941
1993,1700,BN317,ORG-2941
1993,1700,BN403,ORG-2941
1993,1700,BN502,ORG-2941
1993,1700,BN536,ORG-2941
1993,1700,BN540,ORG-2941
1993,1700,BN547,ORG-2941
1993,1700,BS670,ORG-2941
1993,1700,BS673,ORG-2941
1993,1700,BS786,ORG-2941
1993,1700,BS789,ORG-2941
1993,1700,BS791,ORG-2941
1993,1700,BS793,ORG-2941
1993,1700,BS798,ORG-2941
1993,1700,BS870,ORG-2941
1993,1700,BS990,ORG-2941
1993,1700,BZ002,ORG-2941
1993,1700,BZ004,ORG-2941
1993,1700,BZ005,ORG-2941
1993,1700,BZ006,ORG-2941
1993,1700,BZ008,ORG-2941
1993,1700,BZ009,ORG-2941
1993,1700,C0025,ORG-2940
1993,1700,C0187,ORG-2940
1993,1700,C2467,ORG-2940
1993,1700,C2470,ORG-2940
1993,1700,C2471,ORG-2940
1993,1700,C2472,ORG-2940
1993,1700,C2474,ORG-2940
1993,1700,C2477,ORG-2940
1993,1700,C2742,ORG-2940
1993,1700,C2745,ORG-2940
1993,1700,C2755,ORG-2940
1993,1700,C2766,ORG-2940
1993,1700,C2836,ORG-2940
1993,1700,C3191,ORG-2940
1993,1700,C3387,ORG-2940
1993,1700,C4255,ORG-2940
1993,1700,C7408,ORG-2940
1993,1700,C8378,ORG-2940
1993,1700,C8711,ORG-2940
1993,1700,C8950,ORG-2940
1993,1700,D0221,ORG-2944
1993,1700,D0223,ORG-2944
1993,1700,D0231,ORG-2944
1993,1700,D0233,ORG-2944
1993,1700,E3220,ORG-2945
1993,1700,E3230,ORG-2945
1993,1700,E3240,ORG-2945
1993,1700,E3250,ORG-2945
1993,1700,E3410,ORG-2945
1993,1700,E612B,ORG-2945
1993,1700,E614A,ORG-2945
1993,1700,E614B,ORG-2945
1993,1700,F0243,ORG-2943
1993,1700,F0264,ORG-2943
1993,1700,F2015,ORG-2943
1993,1700,F2204,ORG-2943
1993,1700,F274E,ORG-2943
1993,1700,F274H,ORG-2943
1993,1700,F274M,ORG-2943
1993,1700,F274P,ORG-2943
1993,1700,F274S,ORG-2943
1993,1700,F274Z,ORG-2943
1993,1700,F7004,ORG-2943
1993,1700,F7399,ORG-2943
1993,1700,F9999,ORG-2943
1993,1700,G0133,ORG-2939
1993,1700,G0233,ORG-2939
1993,1700,G0333,ORG-2939
1993,1700,G0433,ORG-2939
1993,1700,G2383,ORG-2939
1993,1700,G2404,ORG-2939
1993,1700,G2522,ORG-2939
1993,1700,G2537,ORG-2939
1993,1700,G2538,ORG-2939
1993,1700,G308A,ORG-2939
1993,1700,G6077,ORG-2939
1993,1700,NJ501,ORG-2937
1993,1700,PB610,ORG-2937
1993,1700,PG622,ORG-2937
1993,1700,PK100,ORG-2937
1993,1700,PK601,ORG-2937
1993,1700,PK605,ORG-2937
1993,1700,PK618,ORG-2937
1993,1700,PK620,ORG-2937
1993,1700,PK621,ORG-2937
1993,1700,PK628,ORG-2937
1993,1700,QD401,ORG-2937
1993,1700,QH501,ORG-2937
1993,1700,QH502,ORG-2937
1993,1700,QH602,ORG-2937
1993,1700,QK501,ORG-2937
1993,1700,QK601,ORG-2937
1993,1700,QN502,ORG-2937
1993,1700,QR602,ORG-2937
1993,1700,QX605,ORG-2937
1993,1700,RA10A,ORG-2937
1993,1700,RA10B,ORG-2937
1993,1700,RA10C,ORG-2937
1993,1700,RA900,ORG-2937
1993,1700,RC502,ORG-2937
1993,1700,RC901,ORG-2937
1993,1700,RD400,ORG-2937
1993,1700,RD500,ORG-2937
1993,1700,RD600,ORG-2937
1993,1700,RE500,ORG-2937
1993,1700,RF11C,ORG-2937
1993,1700,RG523,ORG-2937
1993,1700,RG524,ORG-2937
1993,1700,RG632,ORG-2937
1993,1700,RK505,ORG-2937
1993,1700,RK601,ORG-2937
1993,1700,RN200,ORG-2937
1993,1700,RN502,ORG-2937
1993,1700,RN503,ORG-2937
1993,1700,RN603,ORG-2937
1993,1700,RN611,ORG-2937
1993,1700,RX521,ORG-2937
1993,1700,RX522,ORG-2937
1993,1700,SA10A,ORG-2937
1993,1700,TA10C,ORG-2937
1993,1700,TD503,ORG-2937
1993,1700,TE201,ORG-2937
1993,1700,TG527,ORG-2937
1993,1700,TG528,ORG-2937
1993,1700,TK513,ORG-2937
1993,1700,TK530,ORG-2937
1993,1700,TK615,ORG-2937
1993,1700,TK617,ORG-2937
1993,1700,TK619,ORG-2937
1993,1700,TK621,ORG-2937
1993,1700,TK629,ORG-2937
1993,1700,TK695,ORG-2937
1993,1700,TK765,ORG-2937
1993,1700,TK766,ORG-2937
1993,1700,TK767,ORG-2937
1993,1700,TL515,ORG-2937
1993,1700,TN517,ORG-2937
1993,1700,TN519,ORG-2937
1993,1700,TN531,ORG-2937
1993,1700,TN726,ORG-2937
1993,1700,UE600,ORG-2937
1993,1700,UX300,ORG-2937
1993,1700,VA10A,ORG-2937
1993,1700,VC500,ORG-2937
1993,1700,VH502,ORG-2937
1993,1700,VK810,ORG-2937
1993,1700,VK815,ORG-2937
1993,1700,VN506,ORG-2937
1993,1700,VN728,ORG-2937
1993,1700,WA50W,ORG-2937
1993,1700,WA716,ORG-2937
1993,1700,WB602,ORG-2937
1993,1700,WB904,ORG-2937
1993,1700,WC301,ORG-2937
1993,1700,WC506,ORG-2937
1993,1700,WC603,ORG-2937
1993,1700,WD503,ORG-2937
1993,1700,WE400,ORG-2937
1993,1700,WF11D,ORG-2937
1993,1700,WF11F,ORG-2937
1993,1700,WK201,ORG-2937
1993,1700,WL203,ORG-2937
1993,1700,WN504,ORG-2937
1993,1700,WN517,ORG-2937
1993,1700,WT630,ORG-2937
1993,1700,XSP01,ORG-2942
1993,1700,XSP02,ORG-2942
1993,2100,AA09,ORG-2877
1993,2100,CA43,ORG-2872
1993,5700,DA17,ORG-2837
1993,5700,GE40,ORG-2825
1993,5700,GJ000,ORG-2825
1993,5700,GJ200,ORG-2825
1993,5700,GJ300,ORG-2825
1993,5700,GJ400,ORG-2825
1993,5700,GJ600,ORG-2825
1993,5700,GJ700,ORG-2825
1993,5700,GJ800,ORG-2825
1993,5700,GJ900,ORG-2825
1993,5700,GR120,ORG-2825
1993,5700,GU020,ORG-2825
1993,5700,GU070,ORG-2825
1993,5700,GU220,ORG-2825
1993,5700,GU230,ORG-2825
1993,5700,GU400,ORG-2825
1993,5700,GU440,ORG-2825
1993,5700,GU450,ORG-2825
1993,5700,GU610,ORG-2825
1993,5700,GU86,ORG-2825
1993,5700,GV490,ORG-2825
1993,5700,GZ74,ORG-2834
1993,5700,QA09,ORG-2844
1993,5700,QA140,ORG-2844
1993,96CE,CW03,ORG-2757
1993,96CE,CW05,ORG-2757
1993,96CE,CW07,ORG-2757
1993,96CE,CW09,ORG-2757
1993,96CE,CW17,ORG-2757
1993,96CE,CW23,ORG-2757
1993,96CE,CW25,ORG-2757
1993,96CE,CW27,ORG-2757
1993,96CE,CW29,ORG-2757
1993,96CE,CW31,ORG-2757
1993,96CE,CW33,ORG-2757
1993,96CE,CW37,ORG-2757
1993,96CE,CW38,ORG-2757
1993,96CE,CW41,ORG-2757
1993,96CE,CW43,ORG-2757
1993,96CE,CW45,ORG-2757
1993,96CE,CW47,ORG-2757
1993,96CE,CW49,ORG-2757
1993,96CE,CW51,ORG-2757
1993,96CE,CW56,ORG-2757
1993,96CE,CW57,ORG-2757
1993,96CE,CW59,ORG-2757
1993,96CE,CW61,ORG-2757
1993,96CE,CW63,ORG-2757
1993,96CE,CW64,ORG-2757
1993,96CE,CW65,ORG-2757
1993,96CE,CW66,ORG-2757
1993,96CE,CW67,ORG-2757
1993,96CE,CW68,ORG-2757
1993,96CE,CW69,ORG-2757
1993,96CE,CW72,ORG-2757
1993,96CE,CW83,ORG-2757
1993,96CE,CW85,ORG-2757
1993,96CE,CW87,ORG-2757
1994,1700,AA411,ORG-2936
1994,1700,AA412,ORG-2936
1994,1700,AA413,ORG-2936
1994,1700,AA414,ORG-2936
1994,1700,AA415,ORG-2936
1994,1700,AA421,ORG-2936
1994,1700,AA423,ORG-2936
1994,1700,AA427,ORG-2936
1994,1700,AA431,ORG-2936
1994,1700,AA432,ORG-2936
1994,1700,AA435,ORG-2936
1994,1700,AA436,ORG-2936
1994,1700,AA4E0,ORG-2936
1994,1700,AA4J0,ORG-2936
