

====================================================
Starting ETL.Sp_FPDSdelta_5_FixCodeNameMismatch
Start Time: 2025-12-22 19:50:12
Total record to process: 2842885
====================================================
sam_exception









recipient_duns	recipient_uei	recipient_parent_duns	recipient_parent_uei	contract_transaction_unique_key



























productorservicecode	product_or_service_code_description	minofsignedyear	maxofsignedyear	minoflast_modified_year	maxoflast_modified_year	PlatformPortfolio	ProductServiceOrRnDarea	RnD_budgetActivity
7008_-NONE-_HSCG2705P3SFRX4_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3SR985_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P35A39D_0_-NONE-_0	2025-10-02 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG2706P35C030_0_-NONE-_0	2025-09-26 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
7008_-NONE-_HSCG2706P35D011_0_-NONE-_0	2025-09-22 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P35D027_0_-NONE-_0	2025-10-01 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3AB041_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3AK004_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG23045P31H127_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2305P3NP027_0_-NONE-_0	2025-09-15 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2306P1GJ004_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2404P3NN731_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1AA647_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1AE004_0_-NONE-_0	2025-09-03 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2405P1BA050_0_-NONE-_0	2025-09-03 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2405P1BB334_0_-NONE-_0	2025-09-04 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG2405P1BB337_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1BC277_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1DA279_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FA611_0_-NONE-_0	2025-09-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FA617_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FA666_0_-NONE-_0	2025-09-10 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1FB158_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FD297_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FF313_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1GAE81_0_-NONE-_0	2025-09-15 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1GAG64_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1GAG75_0_-NONE-_0	2025-09-11 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1S9358_0_-NONE-_0	2025-09-10 00:00:00.0000000	RI	RI	RHODE ISLAND	RHODE ISLAND
7008_-NONE-_HSCG2405P1SADU9_0_-NONE-_0	2025-09-11 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2405P1SAEV2_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1SAEX4_0_-NONE-_0	2025-09-02 00:00:00.0000000	RI	RI	RHODE ISLAND	RHODE ISLAND
7008_-NONE-_HSCG2405P1SAEX6_0_-NONE-_0	2025-09-02 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2405P1WH001_0_-NONE-_0	2025-09-03 00:00:00.0000000	NH	NH	NEW HAMPSHIRE	NEW HAMPSHIRE
7008_-NONE-_HSCG2405P1WH195_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P31C750_0_-NONE-_0	2025-09-04 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2405P31S177_0_-NONE-_0	2025-09-15 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2405P3ME000_0_-NONE-_0	2025-09-17 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P3WL301_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405PPMD231_0_-NONE-_0	2025-09-03 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405PPMD255_0_-NONE-_0	2025-09-03 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P1A012_0_-NONE-_0	2025-09-19 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P1AA047_0_-NONE-_0	2025-09-24 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1B5033_0_-NONE-_0	2025-09-22 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2406P1BB055_0_-NONE-_0	2025-09-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1BE108_0_-NONE-_0	2025-09-30 00:00:00.0000000	NH	NH	NEW HAMPSHIRE	NEW HAMPSHIRE
7008_-NONE-_HSCG2406P1BF156_0_-NONE-_0	2025-10-02 00:00:00.0000000	VT	VT	VERMONT	VERMONT
7008_-NONE-_HSCG2406P1DA721_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1DA783_0_-NONE-_0	2025-10-01 00:00:00.0000000	IN	IN	INDIANA	INDIANA
7008_-NONE-_HSCG2406P1ED322_0_-NONE-_0	2025-09-18 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG2406P1EE034_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1FE070_0_-NONE-_0	2025-09-24 00:00:00.0000000	MO	MO	MISSOURI	MISSOURI
7008_-NONE-_HSCG2406P1FF018_0_-NONE-_0	2025-09-25 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG2406P1S7191_0_-NONE-_0	2025-10-02 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P1SA013_0_-NONE-_0	2025-09-04 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P1SA802_0_-NONE-_0	2025-10-02 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P1WH014_0_-NONE-_0	2025-09-18 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P1WL183_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1WS002_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1WT000_0_-NONE-_0	2025-09-24 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P1WT002_0_-NONE-_0	2025-10-01 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P31C010_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C061_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C078_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C152_0_-NONE-_0	2025-09-19 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P31C171_0_-NONE-_0	2025-09-19 00:00:00.0000000	RI	RI	RHODE ISLAND	RHODE ISLAND
7008_-NONE-_HSCG2406P31C228_0_-NONE-_0	2025-09-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31MA17_0_-NONE-_0	2025-09-24 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P3B2317_0_-NONE-_0	2025-09-24 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P3JC099_0_-NONE-_0	2025-09-18 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P3JC381_0_-NONE-_0	2025-09-24 00:00:00.0000000	NH	NH	NEW HAMPSHIRE	NEW HAMPSHIRE
7008_-NONE-_HSCG2406P3NP005_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P3QE004_0_-NONE-_0	2025-09-26 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2406P3QE007_0_-NONE-_0	2025-09-30 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG2406P3QE236_0_-NONE-_0	2025-10-02 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
7008_-NONE-_HSCG2406PPMD002_0_-NONE-_0	2025-09-18 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406PPMD003_0_-NONE-_0	2025-09-18 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406PPMD081_0_-NONE-_0	2025-09-26 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2504P3L3E68_0_-NONE-_0	2025-09-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505P3L3657_0_-NONE-_0	2025-09-11 00:00:00.0000000	TX	TX	TEXAS	TEXAS
7008_-NONE-_HSCG2505P3L3675_0_-NONE-_0	2025-09-15 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
7008_-NONE-_HSCG2505P8L2250_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505P8P5034_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505P8U2112_0_-NONE-_0	2025-09-02 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG2505P8U2117_0_-NONE-_0	2025-09-10 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505PQCX025_0_-NONE-_0	2025-09-02 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG2506P3L2A30_0_-NONE-_0	2025-09-17 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3099_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3A32_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3A38_0_-NONE-_0	2025-09-19 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG2506P3L3A42_0_-NONE-_0	2025-09-22 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3A66_0_-NONE-_0	2025-10-01 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3B17_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3B18_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3TG001_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1GJE09_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1SA019_0_-NONE-_0	2025-09-04 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P1SA154_0_-NONE-_0	2025-09-19 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P1SA527_0_-NONE-_0	2025-10-02 00:00:00.0000000	KY	KY	KENTUCKY	KENTUCKY
7008_-NONE-_HSCG2406P1SA534_0_-NONE-_0	2025-09-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P1WH001_0_-NONE-_0	2025-10-02 00:00:00.0000000	ME	ME	MAINE	MAINE
7008_-NONE-_HSCG2406P1WH015_0_-NONE-_0	2025-09-18 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P1WL162_0_-NONE-_0	2025-10-02 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG2406P1WL165_0_-NONE-_0	2025-10-02 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P31A015_0_-NONE-_0	2025-09-19 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2406P31C012_0_-NONE-_0	2025-09-04 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P31C031_0_-NONE-_0	2025-09-17 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P31C033_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C060_0_-NONE-_0	2025-09-17 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C095_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C114_0_-NONE-_0	2025-09-19 00:00:00.0000000	RI	RI	RHODE ISLAND	RHODE ISLAND
7008_-NONE-_HSCG2406P31C151_0_-NONE-_0	2025-09-22 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C219_0_-NONE-_0	2025-09-25 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P31C242_0_-NONE-_0	2025-09-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C308_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P31C377_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406P3BD006_0_-NONE-_0	2025-09-17 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2406P3JC200_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2406PPMD005_0_-NONE-_0	2025-09-26 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG2505J8PH051_0_-NONE-_0	2025-09-09 00:00:00.0000000	AR	AR	ARKANSAS	ARKANSAS
7008_-NONE-_HSCG2505P3L3616_0_-NONE-_0	2025-09-09 00:00:00.0000000	DC	DC	DISTRICT OF COLUMBIA	DISTRICT OF COLUMBIA
7008_-NONE-_HSCG2505P3L3F01_0_-NONE-_0	2025-09-10 00:00:00.0000000	MO	MO	MISSOURI	MISSOURI
7008_-NONE-_HSCG2505P3L3G11_0_-NONE-_0	2025-09-09 00:00:00.0000000	MN	MN	MINNESOTA	MINNESOTA
7008_-NONE-_HSCG2505P8L2243_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505P8LF309_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505P8TC177_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2505P8V2157_0_-NONE-_0	2025-09-09 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
7008_-NONE-_HSCG2506P3L2B04_0_-NONE-_0	2025-09-26 00:00:00.0000000	MO	MO	MISSOURI	MISSOURI
7008_-NONE-_HSCG2506P3L3080_0_-NONE-_0	2025-09-24 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P3L3625_0_-NONE-_0	2025-09-18 00:00:00.0000000	MO	MO	MISSOURI	MISSOURI
7008_-NONE-_HSCG2506P3L3626_0_-NONE-_0	2025-09-19 00:00:00.0000000	MO	MO	MISSOURI	MISSOURI
7008_-NONE-_HSCG2506P3L3A43_0_-NONE-_0	2025-09-24 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG2506P3NN197_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P8L2014_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P8L2050_0_-NONE-_0	2025-09-24 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P8L2051_0_-NONE-_0	2025-09-18 00:00:00.0000000	TN	TN	TENNESSEE	TENNESSEE
7008_-NONE-_HSCG2506P8L2052_0_-NONE-_0	2025-09-24 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P8PH009_0_-NONE-_0	2025-09-24 00:00:00.0000000	MS	MS	MISSISSIPPI	MISSISSIPPI
7008_-NONE-_HSCG2506P8V2079_0_-NONE-_0	2025-10-01 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2506P8VGC06_0_-NONE-_0	2025-09-17 00:00:00.0000000	IN	IN	INDIANA	INDIANA
7008_-NONE-_HSCG2506P8ZZ010_0_-NONE-_0	2025-09-30 00:00:00.0000000	TN	TN	TENNESSEE	TENNESSEE
7008_-NONE-_HSCG2605P265ME1034_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2606P266ME1007_0_-NONE-_0	2025-09-24 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG2606PME3012_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3MA018_0_-NONE-_0	2025-09-03 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG2705P3MA243_0_-NONE-_0	2025-09-03 00:00:00.0000000	DE	DE	DELAWARE	DELAWARE
7008_-NONE-_HSCG2705P3MACU1_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3MADJ4_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3ML701_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3NT607_0_-NONE-_0	2025-09-10 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PAD38_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PAF71_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PAUKX_0_-NONE-_0	2025-09-03 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG2705P3PAXM5_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PD560_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PTCBL_0_-NONE-_0	2025-09-15 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG2705P3PTCXY_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PTCYM_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3PTHFU_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705P3SFUX9_0_-NONE-_0	2025-09-15 00:00:00.0000000	AZ	AZ	ARIZONA	ARIZONA
7008_-NONE-_HSCG2705P3SFVD7_0_-NONE-_0	2025-09-15 00:00:00.0000000	NC	NC	NORTH CAROLINA	NORTH CAROLINA
7008_-NONE-_HSCG2705P3WQ368_0_-NONE-_0	2025-09-09 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705PNT644_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2705PNT654_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P35A001_0_-NONE-_0	2025-09-19 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG2706P35H504_0_-NONE-_0	2025-09-30 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
7008_-NONE-_HSCG2706P35HA04_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3JL055_0_-NONE-_0	2025-09-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3JL074_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3JL251_0_-NONE-_0	2025-09-30 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG2706P3JL274_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3JL364_0_-NONE-_0	2025-10-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3JLF14_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3MA019_0_-NONE-_0	2025-09-04 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG2706P3MH128_0_-NONE-_0	2025-09-30 00:00:00.0000000	PR	PR	PUERTO RICO	PUERTO RICO
7008_-NONE-_HSCG2706P3MH129_0_-NONE-_0	2025-09-30 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG2706P3MP002_0_-NONE-_0	2025-09-17 00:00:00.0000000	TX	TX	TEXAS	TEXAS
7008_-NONE-_HSCG2706P3MP025_0_-NONE-_0	2025-09-18 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3ND276_0_-NONE-_0	2025-09-26 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3P5015_0_-NONE-_0	2025-09-19 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3P5109_0_-NONE-_0	2025-09-24 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2706P3P5216_0_-NONE-_0	2025-09-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FA622_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1FA665_0_-NONE-_0	2025-09-10 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1FF310_0_-NONE-_0	2025-09-15 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1FF311_0_-NONE-_0	2025-09-15 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1GA190_0_-NONE-_0	2025-09-03 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P1SADJ8_0_-NONE-_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1SADV2_0_-NONE-_0	2025-09-11 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG2405P1SAED7_0_-NONE-_0	2025-09-10 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1SAEY6_0_-NONE-_0	2025-09-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG2405P1WD043_0_-NONE-_0	2025-09-15 00:00:00.0000000	NH	NH	NEW HAMPSHIRE	NEW HAMPSHIRE
7008_-NONE-_HSCG2405P1WH261_0_-NONE-_0	2025-09-11 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG2405P3B3249_0_-NONE-_0	2025-09-19 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG2405P3BD213_0_-NONE-_0	2025-09-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
