ProductOrServiceCode,Fiscal_Year_gt_2020,product_or_service_code_description,minofsignedyear,maxofsignedyear,minoflast_modified_year,maxoflast_modified_year,PlatformPortfolio,ProductServiceOrRnDarea,RnD_budgetActivity
AG95,FALSE,OTHER ENERGY (OPERATIONAL),2001,2009,2008,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AG95,TRUE,R&D- ENERGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AG96,FALSE,R&D- ENERGY: OTHER (MANAGEMENT/SUPPORT),2001,2020,2001,2020,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AG97,FALSE,R&D-OTHER ENERGY-COMERCLIZ,2001,2009,2008,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AH10,FALSE,R&D-POLLUTION CONT/ABATE,2004,2005,2004,2005,Other R&D and Knowledge Based,Uncategorized R&D,Uncategorized R&D
AH11,FALSE,R&D-POLLUTION CONT/ABATE-B RES,2001,2020,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH11,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH12,FALSE,R&D-POLLUTION CONT/ABATE-A RES/EXPL,2001,2020,2001,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH12,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH13,FALSE,R&D-POLLUTION CONT/ABATE-ADV DEV,2001,2020,2001,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AH13,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AH14,FALSE,R&D-POLLUTION CONT/ABATE-ENG DEV,2002,2009,2002,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AH14,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; R&D ADMINISTRATIVE EXPENSES,2022,2022,2022,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH15,FALSE,R&D-POLLUTION CONT/ABATE-OPSY DEV,2005,2020,2006,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AH15,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; WATER RESOURCES; R&D FACILITIES & MAJ EQUIP,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AH16,FALSE,R&D-POLLUTION CONT/ABATE-MGMT SUP,2003,2020,2004,2020,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH17,TRUE,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (COMMERCIALIZED),2020,2022,2020,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AH21,FALSE,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),2001,2020,2002,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH21,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; CONSERVATION AND LAND MANAGEMENT; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH22,FALSE,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2001,2020,2003,2020,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH22,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; CONSERVATION AND LAND MANAGEMENT; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH23,FALSE,AIR POLLUTION (ADVANCED),2002,2009,2003,2020,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AH24,FALSE,AIR POLLUTION (ENGINEERING),2001,2009,2004,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AH24,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MGMT; R&D ADMINISTRATIVE EXPENSES,2023,2023,2023,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH25,FALSE,AIR POLLUTION (OPERATIONAL),2001,2009,2006,2015,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AH26,FALSE,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (MANAGEMENT/SUPPORT),2003,2020,2005,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH27,FALSE,R&D-AIR POLLUTION-COMERCLIZ,2004,2008,2006,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AH31,FALSE,WATER POLLUTION (BASIC),2001,2020,2004,2021,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH31,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH32,FALSE,R&D-WATER POLLUTION-A RES/EXPL DEV,2001,2020,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH32,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; APPLIED RESEARCH,2022,2022,2022,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH33,FALSE,WATER POLLUTION (ADVANCED),2001,2020,2003,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AH34,FALSE,WATER POLLUTION (ENGINEERING),2003,2009,2008,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AH34,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; R&D ADMINISTRATIVE EXPENSES,2022,2022,2022,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH35,FALSE,WATER POLLUTION (OPERATIONAL),2001,2020,2006,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AH35,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; RECREATIONAL RESOURCES; R&D FACILITIES & MAJ EQUIP,2022,2022,2022,2022,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AH36,FALSE,R&D-WATER POLLUTION-MGMT SUP,2003,2009,2004,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH36,TRUE,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT),2020,2022,2020,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH37,FALSE,R&D-WATER POLLUTION-COMERCLIZ,2002,2007,2009,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AH41,FALSE,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (BASIC RESEARCH),2003,2020,2006,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH41,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; POLLUTION CONTROL AND ABATEMENT; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH42,FALSE,R&D-NOISE POLLUTION-A RES/EXPL DEV,2002,2020,2006,2021,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH42,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; POLLUTION CONTROL AND ABATEMENT; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH43,FALSE,NOISE POLLUTION (ADVANCED),2001,2005,2005,2007,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AH43,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; EXPERIMENTAL DEVELOPMENT,2022,2023,2023,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AH44,FALSE,NOISE POLLUTION (ENGINEERING),2004,2005,2018,2020,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AH44,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH45,FALSE,NOISE POLLUTION (OPERATIONAL),2005,2009,2007,2020,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AH45,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; R&D FACILITIES & MAJ EQUIP,2023,2023,2023,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AH46,FALSE,R&D-NOISE POLLUTION-MGMT SUP,2002,2002,2009,2009,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH47,FALSE,R&D-NOISE POLLUTION-COMERCLIZ,2002,2009,2010,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AH51,FALSE,R&D-OTHER POLLUTION-RESEARCH,2004,2005,2004,2005,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH51,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH52,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH53,TRUE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AH54,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; OTHER NATURAL RESOURCES; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH55,TRUE,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; OTHER NATURAL RESOURCES; R&D FACILITIES & MAJ EQUIP,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AH57,FALSE,R&D-OTHER POLLUTION-COMERCLIZ,2005,2005,2020,2020,Other R&D and Knowledge Based,Commercialization,Commercialization
AH91,FALSE,R&D-OTHER ENVIRONMENT-B RES,2001,2009,2002,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH91,TRUE,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AH92,FALSE,R&D-OTHER ENVIRONMENT-A RES/EXPL DE,2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH92,TRUE,R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AH93,FALSE,R&D-OTHER ENVIRONMENT-ADV DEV,2001,2009,2004,2021,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AH93,TRUE,R&D- ENVIRONMENTAL PROTECTION: OTHER (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AH94,FALSE,R&D-OTHER ENVIRONMENT-ENG DEV,2001,2009,2001,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AH94,TRUE,R&D- ENVIRONMENTAL PROTECTION: OTHER (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AH95,FALSE,R&D-OTHER ENVIRONMENT-OPSY DEV,2001,2009,2005,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AH95,TRUE,R&D- ENVIRONMENTAL PROTECTION: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AH96,FALSE,R&D-OTHER ENVIRONMENT-MGMT SUP,2001,2009,2001,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH96,TRUE,R&D- ENVIRONMENTAL PROTECTION: OTHER (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AH97,FALSE,R&D-OTHER ENVIRONMENT-COMERCLIZ,2001,2020,2006,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ11,FALSE,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (BASIC RESEARCH),2001,2020,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ11,TRUE,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ12,FALSE,R&D-PHYSICAL SCIENCE-A RES/EXPL DEV,2001,2020,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ12,TRUE,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,2022,2023,2022,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ13,FALSE,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ADVANCED DEVELOPMENT),2001,2020,2002,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ13,TRUE,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; EXPERIMENTAL DEVELOPMENT,2022,2023,2022,2023,Other R&D and Knowledge Based,Experimental Development,Experimental Development
AJ14,FALSE,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ENGINEERING DEVELOPMENT),2001,2020,2002,2022,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ14,TRUE,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ15,FALSE,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),2001,2020,2001,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ15,TRUE,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D FACILITIES & MAJ EQUIP,2022,2023,2022,2023,Other R&D and Knowledge Based,R&D facilities and major equipment,R&D facilities and major equipment
AJ16,FALSE,R&D-PHYSICAL SCIENCE-MGMT SUP,2001,2009,2001,2022,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ16,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ17,FALSE,R&D-PHYSICAL SCIENCE-COMERCLIZ,2001,2020,2005,2021,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ21,FALSE,R&D-MATH & COMPUTER SCI-B RES,2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ21,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ22,FALSE,R&D-MATH & COMPUTER SCI-A RES/EXPL,2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ22,TRUE,R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ23,FALSE,R&D-MATH & COMPUTER SCI-ADV DEV,2001,2009,2001,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ23,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ADVANCED DEVELOPMENT),2020,2022,2020,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ24,FALSE,R&D-MATH & COMPUTER SCI-ENG DEV,2001,2009,2004,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ24,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ25,FALSE,R&D-MATH & COMPUTER SCI-OPSY DEV,2001,2009,2004,2022,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ25,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ26,FALSE,R&D-MATH & COMPUTER SCI-MGMT SUP,2001,2009,2006,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ26,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ27,FALSE,"R&D-MATH, COMPUTER SCI - COMERCLIZ",2001,2020,2005,2022,Other R&D and Knowledge Based,Commercialization,Commercialization
AJ31,FALSE,ENVIRONMENTAL SCIENCES (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ31,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ32,FALSE,R&D-ENVIRONMENTAL SCI-A RES/EXPL DE,2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ32,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ33,FALSE,ENVIRONMENTAL SCIENCES (ADVANCED),2001,2009,2001,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ33,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ34,FALSE,R&D-ENVIRONMENTAL SCI-ENG DEV,2001,2009,2014,2021,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ34,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (ENGINEERING DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Engineering Development,Engineering Development
AJ35,FALSE,R&D-ENVIRONMENTAL SCI-OPSY DEV,2001,2009,2004,2021,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ35,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Operational Systems Development,Operational Systems Development
AJ36,FALSE,R&D-ENVIRONMENTAL SCI-MGMT SUP,2001,2009,2001,2021,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ36,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (MANAGEMENT/SUPPORT),2020,2023,2020,2023,Other R&D and Knowledge Based,R&D administrative and operational expenses,R&D administrative and operational expenses
AJ41,FALSE,ENGINEERING (BASIC),2001,2009,2001,2022,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ41,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (BASIC RESEARCH),2020,2023,2020,2023,Other R&D and Knowledge Based,Basic Research (6.1),Basic Research (6.1)
AJ42,FALSE,ENGINEERING (APPLIED/EXPLORATORY),2001,2009,2001,2022,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ42,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Applied Research (6.2),Applied Research (6.2)
AJ43,FALSE,ENGINEERING (ADVANCED),2001,2009,2002,2022,Other R&D and Knowledge Based,Advanced Development,Advanced Development
AJ43,TRUE,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ADVANCED DEVELOPMENT),2020,2023,2020,2023,Other R&D and Knowledge Based,Advanced Development,Advanced Development
