ProductOrServiceCode,ProductOrServiceCodeText,PlatformPortfolio,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,Simple,DoDportfolioGroup,DoDportfolio,DoDportfolioCategory,DoDportfolioSubCategory,ProductServiceOrRnDarea,Level1_Code,Level1_Category,Level2_Code,Level2_Category
M2CA,Ship Husbanding Services—Management/Integration Service,NULL,NULL,NULL,NULL,NULL,Services,NULL,NULL,NULL,NULL,FRS&C,NULL,NULL,NULL,NULL
M2AD,Husbanding Services—Material Handling,NULL,NULL,NULL,NULL,NULL,Services,NULL,NULL,NULL,NULL,FRS&C,NULL,NULL,NULL,NULL
M211,Operation/Dams,Facilities and Construction,M,M2,11,M1,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.1  Conservation & Development Facilities,FRS&C,NULL,NULL,NULL,NULL
M212,OPERATION OF CANALS,Facilities and Construction,M,M2,12,M2,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.1  Conservation & Development Facilities,FRS&C,NULL,NULL,NULL,NULL
M213,OPER OF GOVT MINE FIRE CONT,Facilities and Construction,M,M2,13,M3,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.1  Conservation & Development Facilities,FRS&C,NULL,NULL,NULL,NULL
M215,OPER OF GOVT SURFACE MINE RECLAM,Facilities and Construction,M,M2,15,M5,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.1  Conservation & Development Facilities,FRS&C,NULL,NULL,NULL,NULL
M216,OPERATION OF DREDGING,Facilities and Construction,M,M2,16,M6,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.1  Conservation & Development Facilities,FRS&C,NULL,NULL,NULL,NULL
M219,OPER OF GOVT OTHER CONSV STRUCTURE,Facilities and Construction,M,M2,19,M9,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.1  Conservation & Development Facilities,FRS&C,NULL,NULL,NULL,NULL
M221,OPERATION OF AIRPORT SERVICE ROADS,Facilities and Construction,M,M2,21,M1,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,"2.2  Highways, Roads, Streets, Bridges & Railways",FRS&C,NULL,NULL,NULL,NULL
M222,OPER OF GOVT HWYS-RDS-STS-BRDGS-RAI,Facilities and Construction,M,M2,22,M2,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,"2.2  Highways, Roads, Streets, Bridges & Railways",FRS&C,NULL,NULL,NULL,NULL
M223,OPER OF GOVT TUNNELS-SUBSURF STRUC,Facilities and Construction,M,M2,23,M3,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,"2.2  Highways, Roads, Streets, Bridges & Railways",FRS&C,NULL,NULL,NULL,NULL
M224,OPER OF GOVT PARKING FACILITIES,Facilities and Construction,M,M2,24,M4,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,"2.2  Highways, Roads, Streets, Bridges & Railways",FRS&C,NULL,NULL,NULL,NULL
M231,OPERATION OF EPG FACILITIES - COAL,Facilities and Construction,M,M2,31,M1,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M232,OPERATION OF EPG FACILITIES - GAS,Facilities and Construction,M,M2,32,M2,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M233,OPER OF GOVT EPG - GEOTHERMAL,Facilities and Construction,M,M2,33,M3,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M234,OPERATION OF EPG FACILITIES - HYDRO,Facilities and Construction,M,M2,34,M4,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M236,OPER OF GOVT EPG - PETROLEUM,Facilities and Construction,M,M2,36,M6,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M237,OPERATION OF EPG FACILITIES - SOLAR,Facilities and Construction,M,M2,37,M7,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M239,OPER OF GOVT EPG - OTHER,Facilities and Construction,M,M2,39,M9,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.3  Electric Power Generation Facilities,FRS&C,NULL,NULL,NULL,NULL
M241,OPERATION OF FUEL SUPPLY FACILITIES,Facilities and Construction,M,M2,41,M1,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M242,OPER OF GOVT HEATING & COOL PLANTS,Facilities and Construction,M,M2,42,M2,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M243,OPER OF GOVT POLLUTION ABATEMENT,Facilities and Construction,M,M2,43,M3,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M244,OPER OF GOVT SEWAGE & WASTE,Facilities and Construction,M,M2,44,M4,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M245,OPER OF GOVT WATER SUPPLY,Facilities and Construction,M,M2,45,M5,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M249,Operation/Other Utilities,Facilities and Construction,M,M2,49,M9,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M291,OPER OF GOVT RECREA NON-BLDG STRUC,Facilities and Construction,M,M2,91,M1,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.5  Other Non-Building Facilities,FRS&C,NULL,NULL,NULL,NULL
M292,OPER OF GOVT EXHIBIT (NON BLDG),Facilities and Construction,M,M2,92,M2,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.5  Other Non-Building Facilities,FRS&C,NULL,NULL,NULL,NULL
M293,OPER OF GOVT UNIMPROVED REAL PROP,Facilities and Construction,M,M2,93,M3,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.5  Other Non-Building Facilities,FRS&C,NULL,NULL,NULL,NULL
M294,OPER OF GOVT WASTE TRMT-STORE FAC,Facilities and Construction,M,M2,94,M4,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.4  Utilities,FRS&C,NULL,NULL,NULL,NULL
M299,OPER OF GOVT ALL OTH NON-BLDG FACS,Facilities and Construction,M,M2,99,M9,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,2.  Non-Builiding Structures,2.5  Other Non-Building Facilities,FRS&C,NULL,NULL,NULL,NULL
M300,OPER OF GOVT RESTORATION,Facilities and Construction,M,M3,0,M0,Services,8.  Facility Related Services,3.  Operation of Government-Owned Facilities,3.  Restoration Activities,3.1  Restoration of Real Property,FRS&C,NULL,NULL,NULL,NULL
N,INSTALLATION OF EQUIPMENT,Other Services,N,N,N,NN,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,NULL,NULL,NULL,NULL
N010,INSTALLATION OF EQUIPMENT- WEAPONS,Ordnance and Missiles,N,N0,10,N0,Services,4.  Equipment Related Services,3.  Installation of Equipment,5.  Weapons & Ammunition,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N011,INSTALL OF NUCLEAR ORDNANCE,Ordnance and Missiles,N,N0,11,N1,Services,4.  Equipment Related Services,3.  Installation of Equipment,5.  Weapons & Ammunition,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N012,INSTALL OF FIRE CONT EQ,Ordnance and Missiles,N,N0,12,N2,Services,4.  Equipment Related Services,3.  Installation of Equipment,5.  Weapons & Ammunition,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N013,INSTALL OF AMMO & EXPLOSIVES,Ordnance and Missiles,N,N0,13,N3,Services,4.  Equipment Related Services,3.  Installation of Equipment,5.  Weapons & Ammunition,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N014,INSTALL OF GUIDED MISSILES,Ordnance and Missiles,N,N0,14,N4,Services,4.  Equipment Related Services,3.  Installation of Equipment,5.  Weapons & Ammunition,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N015,INSTALL OF AIRCRAFT,Aircraft,N,N0,15,N5,Services,4.  Equipment Related Services,3.  Installation of Equipment,1.  Aircraft,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N016,INSTALL OF AIRCRAFT COMPONENTS,Aircraft,N,N0,16,N6,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N017,INSTALL OF AIRCRAFT GROUND EQ,Aircraft,N,N0,17,N7,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N018,INSTALL OF SPACE VEHICLES,Space Systems,N,N0,18,N8,Services,4.  Equipment Related Services,3.  Installation of Equipment,4.  Space Vehicles,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N019,INSTALL OF SHIPS-SML CRAFT-DOCKS,Ships & Submarines,N,N0,19,N9,Services,4.  Equipment Related Services,3.  Installation of Equipment,2.  Ships & Submarines,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N020,INSTALL OF SHIP & MARINE EQ,Ships & Submarines,N,N0,20,N0,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N022,INSTALL OF RAILWAY EQ,Facilities and Construction,N,N0,22,N2,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N023,INSTALL OF VEHICLES-TRAILERS-CYC,Land Vehicles,N,N0,23,N3,Services,4.  Equipment Related Services,3.  Installation of Equipment,3.  Land Vehicles,Installation of Equipment,ERS,7,Transportation and Logistics Services,7.5,Motor Vehicles
N024,INSTALLATION OF EQUIPMENT- TRACTORS,Land Vehicles,N,N0,24,N4,Services,4.  Equipment Related Services,3.  Installation of Equipment,3.  Land Vehicles,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N025,INSTALL OF VEHICULAR EQ,Land Vehicles,N,N0,25,N5,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N026,INSTALL OF TIRES & TUBES,Land Vehicles,N,N0,26,N6,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N028,INSTALL OF ENGINES & TURBINES,Land Vehicles,N,N0,28,N8,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N029,INSTALL OF ENGINE ACCESSORIES,Land Vehicles,N,N0,29,N9,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N030,INSTALL OF MECH POWER TRANS EQ,Land Vehicles,N,N0,30,N0,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N031,INSTALLATION OF EQUIPMENT- BEARINGS,Other Services,N,N0,31,N1,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N032,INSTALL OF WOODWORKING MACHINE,Facilities and Construction,N,N0,32,N2,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N034,INSTALL OF METALWORK MACHINE,Facilities and Construction,N,N0,34,N4,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N035,INSTALL OF SERVICE & TRADE EQ,Facilities and Construction,N,N0,35,N5,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N036,INSTALL OF SP INDUSTRY MACHINERY,Facilities and Construction,N,N0,36,N6,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N037,INSTALL OF AGRICULTURE MACHINE,Facilities and Construction,N,N0,37,N7,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N038,INSTALL OF CONTRUCT EQ,Facilities and Construction,N,N0,38,N8,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N039,INSTALL OF MATERIALS HANDLING EQ,Facilities and Construction,N,N0,39,N9,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N040,INSTALL OF ROPE-CABLE-CHAIN,Facilities and Construction,N,N0,40,N0,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N041,INSTALL OF REFRIGERATION - AC EQ,Facilities and Construction,N,N0,41,N1,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,4,Facilities & Construction,4.4,Facility Related Services
N042,INSTALL OF FIRE-RESCUE-SAFETY EQ,Facilities and Construction,N,N0,42,N2,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N043,INSTALL OF PUMPS & COMPRESSORS,Other Services,N,N0,43,N3,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N044,INSTALL OF FURNACE-NUCLEAR REAC,Ships & Submarines,N,N0,44,N4,Services,4.  Equipment Related Services,3.  Installation of Equipment,2.  Ships & Submarines,Installation of Equipment,ERS,4,Facilities & Construction,4.4,Facility Related Services
N045,INSTALL OF PLUMBING-HEATING EQ,Facilities and Construction,N,N0,45,N5,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,4,Facilities & Construction,4.4,Facility Related Services
N046,INSTALL OF WATER PURIFICATION EQ,Other Services,N,N0,46,N6,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N047,INSTALL OF PIPE-TUBING-HOSE,Other Services,N,N0,47,N7,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N048,INSTALLATION OF EQUIPMENT- VALVES,Other Services,N,N0,48,N8,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N049,INSTALL OF MAINT REPAIR SHOP EQ,Facilities and Construction,N,N0,49,N9,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N051,INSTALL OF HAND TOOLS,Facilities and Construction,N,N0,51,N1,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N052,INSTALL OF MEASURING TOOLS,Facilities and Construction,N,N0,52,N2,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N053,INSTALL OF HARDWARE & ABRASIVES,Other Services,N,N0,53,N3,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N054,INSTALL OF PREFAB STRUCTURES,Facilities and Construction,N,N0,54,N4,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N055,INSTALL OF LUMBER & MILLWORK,Facilities and Construction,N,N0,55,N5,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N056,INSTALL OF CONTRUCT MATERIAL,Facilities and Construction,N,N0,56,N6,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Physical Plant & Land,ERS,4,Facilities & Construction,4.1,Construction Related Materials
N058,INSTALL OF COMMUNICATION EQ,"Electronics, Comms, & Sensors",N,N0,58,N8,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ICT,1,IT,1.5,IT Outsourcing
N059,INSTALL OF ELECT-ELCT EQ,"Electronics, Comms, & Sensors",N,N0,59,N9,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ERS,4,Facilities & Construction,4.4,Facility Related Services
N060,INSTALL OF FIBER OPTICS MATERIAL,"Electronics, Comms, & Sensors",N,N0,60,N0,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ICT,1,IT,1.5,IT Outsourcing
N061,INSTALL OF POWER DISTRIBUTION EQ,"Electronics, Comms, & Sensors",N,N0,61,N1,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ERS,19,Electronic & Communication Services,19.1,Equipment Maintenance
N062,INSTALL OF LIGHTING FIXTURES,"Electronics, Comms, & Sensors",N,N0,62,N2,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N063,INSTALL OF ALARM & SIGNAL SYSTEM,"Electronics, Comms, & Sensors",N,N0,63,N3,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ERS,3,Security and Protection,3.3,Security Services
N065,INSTALL OF MEDICAL-DENTAL-VET EQ,Facilities and Construction,N,N0,65,N5,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,10,Medical,10.2,Medical Equipment and Accessories and Supplies
N066,INSTALL OF INSTRUMENTS & LAB EQ,Facilities and Construction,N,N0,66,N6,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Machinery & Tools,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N067,INSTALL OF PHOTOGRAPHIC EQ,Facilities and Construction,N,N0,67,N7,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N068,INSTALL OF CHEMICAL PRODUCTS,Other Services,N,N0,68,N8,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N069,INSTALL OF TRAINING AIDS-DEVICES,Other Services,N,N0,69,N9,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N070,INSTALL OF ADP EQ & SUPPLIES,"Electronics, Comms, & Sensors",N,N0,70,N0,Services,5.  Electronic & Communication Services,3.  Equipment Maintenance,3.  Installation of Equipment,Installation of Equipment,ICT,1,IT,1.5,IT Outsourcing
N071,INSTALL OF FURNITURE,Facilities and Construction,N,N0,71,N1,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,6,Office Management,6.3,Furniture
N072,INSTALL OF HOUSEHOLD FURNISHINGS,Facilities and Construction,N,N0,72,N2,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,6,Office Management,6.3,Furniture
N073,INSTALL OF FOOD PREP-SERVING EQ,Facilities and Construction,N,N0,73,N3,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N074,INSTALL OF OFFICE MACHINES,Facilities and Construction,N,N0,74,N4,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,6,Office Management,6.2,Office Management Services
N075,INSTALL OF OFFICE SUPPLIES,Facilities and Construction,N,N0,75,N5,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,6,Office Management,6.2,Office Management Services
N076,INSTALL OF BOOKS-MAPS-PUBS,Facilities and Construction,N,N0,76,N6,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,6,Office Management,6.2,Office Management Services
N077,INSTALL OF MUSICAL INST-RADIO-TV,Facilities and Construction,N,N0,77,N7,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N078,INSTALL OF RECREATIONAL EQ,Facilities and Construction,N,N0,78,N8,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N079,INSTALL OF CLEANING EQ,Facilities and Construction,N,N0,79,N9,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,8.  Facilities - Furnishings and Office Supplies,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N080,INSTALL OF BRUSHES-PAINTS-SEALER,Other Services,N,N0,80,N0,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N081,INSTALL OF CONTAINERS-PACKAGING,Other Services,N,N0,81,N1,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N083,INSTALL OF TEXTILES-LEATHER-FURS,Facilities and Construction,N,N0,83,N3,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N084,INSTALL OF CLOTHING - INDIVID EQ,Facilities and Construction,N,N0,84,N4,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N085,INSTALL OF TOILETRIES,Facilities and Construction,N,N0,85,N5,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N087,INSTALL OF AGRICULTURAL SUPPLIES,Facilities and Construction,N,N0,87,N7,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N088,INSTALL OF LIVE ANIMALS,Facilities and Construction,N,N0,88,N8,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,3,Security and Protection,3.1,Security Animals & Related Svcs
N089,INSTALL OF SUBSISTENCE,Facilities and Construction,N,N0,89,N9,Services,8.  Facility Related Services,4.  Machinery & Equipment Maintenance,3.  Installation of Equipment,"9.  Subsistence, Medical & Clothing",ERS,5,Industrial Products & Services,NULL,Industrial Products Install / Maintenance / Repair
N091,INSTALL OF FUELS-LUBRICANTS-OILS,Other Services,N,N0,91,N1,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N093,INSTALL OF NONMETALIC FAB MAT,Other Services,N,N0,93,N3,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N094,INSTALL OF NONMETALIC CRUDE MAT,Other Services,N,N0,94,N4,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
N095,INSTALL OF METAL BARS & SHEETS,Other Services,N,N0,95,N5,Services,4.  Equipment Related Services,3.  Installation of Equipment,6.  Sustainment,Installation of Equipment,ERS,18,Equipment Related Services,18.3,Installation of Equipment
