ProductOrServiceCode,ProductOrServiceCodeText,ServicesCategory,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,Simple,HostNation3Category,Unseperated,IsService,IsCatchAllCode,DoDportfolioGroup,DoDportfolio,DoDportfolioCategory,DoDportfolioSubCategory,PlatformPortfolio,ProductsCategory,ProductOrServiceArea,isRnD1to5,PBLscore,IsPossibleReclassification,IsPossibleSoftwareEngineering,RnD_BudgetActivity,ProductServiceOrRnDarea,CanadaSector,OCOcrisisScore,VAPortfolio,OCOcrisisPercent,CrisisPercent,CrisisProductOrServiceArea,IsRnDdefenseSystem,Level1_Code,Level1_Category,Level2_Code,Level2_Category
5850,VISIBLE AND INVISIBLE LIGHT COMMUNICATION EQUIPMENT,Products,5,58,50,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Communication Equipment,Visible Invisible Light Commun Eq,Visible Invisible Light Commun Eq,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
5855,NIGHT VISION EQ,Products,5,58,55,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Night Vision Eq,Night Vision Eq,Night Vision Eq,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0098,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.4,Night Vision Eq
5860,STIMULATED COHERENT RADIATION DEV,Products,5,58,60,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Detection & Coherent Radiation Eq,Stimulated Coherent Radiation Dev,Stimulated Coherent Radiation Dev,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0003,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.2,Detection & Coherent Radiation Eq
5865,ELEC COUNTERMEASURE & QUICK REAC EQ,Products,5,58,65,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Detection & Coherent Radiation Eq,Elec Countermeasure & Quick Reac Eq,Elec Countermeasure & Quick Reac Eq,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,4,NULL,NULL,NULL,Electronics & Communications,C4ISR,1,Electronics and Communications,0.0397,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.2,Detection & Coherent Radiation Eq
5895,MISC COMMUNICATION EQ,Products,5,58,95,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Communication Equipment,Misc Communication Eq,Misc Communication Eq,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.005,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
59,ELECTRICAL/ELECTRONIC EQPT COMPNTS,Products,5,59,59,59,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Electrical & Electronic Eq Components,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,NULL,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
5905,RESISTORS,Products,5,59,5,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Resistors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0015,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5910,CAPACITORS,Products,5,59,10,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Capacitors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.001,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5915,FILTERS AND NETWORKS,Products,5,59,15,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Filters and Networks,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0067,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5920,FUSES ARRESTERS ABORBERS & PROTECTO,Products,5,59,20,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Fuses Arresters Aborbers & Protectors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0064,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5925,CIRCUIT BREAKERS,Products,5,59,25,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Circuit Breakers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0026,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5930,SWITCHES,Products,5,59,30,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Switches,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0012,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5935,"CONNECTORS, ELECTRICAL",Products,5,59,35,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,"Connectors, Electrical","Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0012,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5940,LUGS TERMINALS & TERMINAL STRIPS,Products,5,59,40,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Lugs Terminals & Terminal Strips,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0002,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5945,RELAYS AND SOLENOIDS,Products,5,59,45,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Relays and Solenoids,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0004,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5950,COILS AND TRANSFORMERS,Products,5,59,50,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Coils and Transformers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0014,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5955,OSCILLATORS AND PIEZOELECTRIC CRYSTALS,Products,5,59,55,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Oscillators Piezoelectric Crystals,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0001,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5960,ELECTRON TUBES & ASSOC HARDWARE,Products,5,59,60,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Electron Tubes & Assoc Hardware,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0004,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5961,SEMI CONDUCTOR DEVICES,Products,5,59,61,51,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Semi Conductor Devices,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0003,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5962,"MICROCIRCUITS, ELECTRONIC",Products,5,59,62,52,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,"Microcircuits, Electronic","Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0003,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5963,ELECTRONIC MODULES,Products,5,59,63,53,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Electronic Modules,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0093,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5965,"HEADSET,HANDSET,MICROPHONE & SPEAK",Products,5,59,65,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,"Headset,Handset,Microphone & Speakers","Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.001,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5970,ELECT INSULATORS & INSULATING MAT,Products,5,59,70,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Elect Insulators & Insulating Mat,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0072,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5975,ELECTRICAL HARDWARE AND SUPPLIES,Products,5,59,75,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Electrical Hardware and Supplies,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0058,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5977,ELECT CONTACT BRUSHES & ELECTRODES,Products,5,59,77,57,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Elect Contact Brushes & Electrodes,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0001,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5980,OPTOELECTRICAL DEVICES/ASSOC HARDWA,Products,5,59,80,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Optoelectrical Devices/Assoc Hardware,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0016,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5985,ANTENNAS WAVEGUIDES & RELATED EQ,Products,5,59,85,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Antennas Waveguides & Related Eq,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,4,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0024,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5990,SYNCHROS AND RESOLVERS,Products,5,59,90,50,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Synchros and Resolvers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0055,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5995,CABLE CORD WIRE ASSEMBLY - COMM EQ,Products,5,59,95,55,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Cable Cord Wire Assembly - Comm Eq,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0019,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5996,AMPLIFIERS,Products,5,59,96,56,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Amplifiers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.001,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5998,ELE ASSEMB-BDS CARDS-ASSOC HARDWARE,Products,5,59,98,58,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Ele Assemb-Bds Cards-Assoc Hardware,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,4,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.001,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,Products,5,59,99,59,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical & Electronic Eq Components,Msc Elect & Electronic Components,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0307,NULL,Electronics & Communications,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
6004,ROTARY JOINTS,Products,6,60,4,64,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Rotary Joints,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6005,"COUPLERS, SPLITTERS, & MIXERS",Products,6,60,5,65,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,"Couplers, Splitters, & Mixers","Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6006,ATTENUATORS,Products,6,60,6,66,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Attenuators,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0254,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6007,FILTERS,Products,6,60,7,67,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Filters,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.03,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6008,OPTICAL MULTIPLEXERS/DEMULTIPLEXERS,Products,6,60,8,68,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Optical Multiplexers/Demultiplexers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6010,FIBER OPTIC CONDUCTORS,Products,6,60,10,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Conductors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0024,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6015,FIBER OPTIC CABLES,Products,6,60,15,65,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Cables,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,2,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0067,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6020,FIBER OPTIC CABLE ASSEMBLIES AND HARNESSES,Products,6,60,20,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Cable Assembly & Harnes,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0005,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6021,FIBER OPTIC SWITCHES,Products,6,60,21,61,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Switches,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0015,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6025,FIBER OPTIC TRANSMITTERS,Products,6,60,25,65,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Transmitters,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0281,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6026,FIBER OPTIC RECEIVERS,Products,6,60,26,66,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Receivers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6029,FIBER OPTIC REPEATERS,Products,6,60,29,69,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Receivers,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6030,FIBER OPTIC DEVICES,Products,6,60,30,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Devices,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0062,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6031,INTEGRATED OPTICAL CIRCUITS,Products,6,60,31,61,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Integrated Optical Circuits,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6032,FIBER OPTIC LIGHT SOURCES,Products,6,60,32,62,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Light Sources,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0026,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6033,FIBER OPTIC PHOTO DETECTORS,Products,6,60,33,63,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Photo Detectors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6034,FIBER OPTIC MOD/DEMODULATORS,Products,6,60,34,64,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Mod/Demodulators,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6035,FIBER OPTIC LIGHT TRANSFER AND IMAGE TRANSFER DEVICES,Products,6,60,35,65,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Light/Image Transfer,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.005,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6040,FIBER OPTIC SENSORS,Products,6,60,40,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Sensors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6050,FIBER OPTIC PASSIVE DEVICES,Products,6,60,50,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Passive Devices,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0,NULL,Electronics & Communications,0,NULL,NULL,NULL,NULL
6060,FIBER OPTIC INTERCONNECTORS,Products,6,60,60,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Interconnectors,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0029,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6070,FIBER OPTIC ACCESSORIES & SUPPLIES,Products,6,60,70,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Accessories & Supplies,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0188,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6080,FIBER OPTIC KITS AND SETS,Products,6,60,80,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Fiber Optic Kits And Sets,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0143,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6099,MISC FIBER OPTIC COMPONENTS,Products,6,60,99,69,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Fiber Optics,Misc Fiber Optic Components,"Electronics, Comms, & Sensors",Electronics & Communications,Electronics & Communications,0,NULL,NULL,NULL,NULL,Electronics & Communications,C4ISR,0,Electronics and Communications,0.0722,NULL,Electronics & Communications,0,1,IT,1.2,IT Hardware
6105,"MOTORS, ELECTRICAL",Products,6,61,5,65,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical Wire & Power Distribution Eq,"Motors, Electrical","Electronics, Comms, & Sensors",Engines & Power Plants,Engines & Power Plants,0,NULL,NULL,NULL,NULL,Engines & Power Plants,Other Products,0,Electronics and Communications,0.001,NULL,Engines & Power Plants,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
6110,ELECTRICAL CONTROL EQUIPMENT,Products,6,61,10,60,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical Wire & Power Distribution Eq,Electrical Control Equipment,"Electronics, Comms, & Sensors",Engines & Power Plants,Engines & Power Plants,0,2,NULL,NULL,NULL,Engines & Power Plants,Other Products,0,Electronics and Communications,0.003,NULL,Engines & Power Plants,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
6115,GENERATORS & GENERATOR SETS ELECT,Products,6,61,15,65,Products,Commodity,NULL,0,NULL,3.  Electronic & Communication Equipment,Electrical & Electronics Equipment,Electrical Wire & Power Distribution Eq,Generators & Generator Sets Elect,"Electronics, Comms, & Sensors",Engines & Power Plants,Engines & Power Plants,0,NULL,NULL,NULL,NULL,Engines & Power Plants,Other Products,0,Electronics and Communications,0.0127,NULL,Engines & Power Plants,0,13,Electronic & Communication Equipment,13.3,Electrical & Electronics Equipment
