ProductOrServiceCode,ProductOrServiceCodeText,ServicesCategory,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,Simple,HostNation3Category,Unseperated,IsService,IsCatchAllCode,DoDportfolioGroup,DoDportfolio,DoDportfolioCategory,DoDportfolioSubCategory,PlatformPortfolio,ProductsCategory,ProductOrServiceArea,isRnD1to5,PBLscore,IsPossibleReclassification,IsPossibleSoftwareEngineering,RnD_BudgetActivity,ProductServiceOrRnDarea,CanadaSector,OCOcrisisScore,VAPortfolio,OCOcrisisPercent,CrisisPercent,CrisisProductOrServiceArea,IsRnDdefenseSystem,Level1_Code,Level1_Category,Level2_Code,Level2_Category
,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL
1000,NONE,Products,1,10,0,10,Products,Commodity,NULL,0,1,2.  Weapons & Ammunition,Guns,Guns through 30 mm,No Description,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,NULL,NULL,NULL,NULL
1005,"GUNS, THROUGH 30 MM",Products,1,10,5,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns through 30 mm,Guns through 30 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0017,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1010,"GUNS, OVER 30 MM UP TO 75 MM",Products,1,10,10,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns Over 30 mm through To 75 mm,Guns Over 30 mm through To 75 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0003,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1015,"GUNS, 75 MM THROUGH 125 MM",Products,1,10,15,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns 75 mm through 125 mm,Guns 75 mm through 125 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0033,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1020,GUNS OVER 125 MM THROUGH 150 MM,Products,1,10,20,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns Over 125 mm through 150 mm,Guns Over 125 mm through 150 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",NULL,Weapons and Ammunition,-0.0005,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1025,GUNS OVER 150 MM THROUGH 200 MM,Products,1,10,25,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns Over 150 mm through 200 mm,Guns Over 150 mm through 200 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,2,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0001,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1030,GUNS OVER 200 MM THROUGH 300 MM,Products,1,10,30,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns Over 200 mm through 300 mm,Guns Over 200 mm through 300 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1035,"GUNS, OVER 300 MM",Products,1,10,35,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Guns,Guns Over 300 mm,Guns Over 300 mm,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.4,Guns
1040,CHEMICAL WEAPONS AND EQUIPMENT,Products,1,10,40,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,Chemical Weapons and Equipment,Chemical Weapons and Equipment,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0001,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1045,"LAUNCHERS, TORPEDO AND DEPTH CHARGE",Products,1,10,45,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,"Launchers, Torpedo and Depth Charge","Launchers, Torpedo and Depth Charge",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1055,"LAUNCHERS, ROCKET AND PYROTECHNIC",Products,1,10,55,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,"Launchers, Rocket and Pyrotechnic","Launchers, Rocket and Pyrotechnic",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.001,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1070,"NETS AND BOOMS, ORDNANCE",Products,1,10,70,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,"Nets and Booms, Ordnance","Nets and Booms, Ordnance",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0002,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1075,DEGAUSSING & MINE SWEEPING EQUIPMEN,Products,1,10,75,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,Degaussing & Mine Sweeping Equipment,Degaussing & Mine Sweeping Equipment,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0763,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1080,CAMOUFLAGE AND DECEPTION EQUIPMENT,Products,1,10,80,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,Camouflage and Deception Equipment,Camouflage and Deception Equipment,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0005,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1090,ASSEMBLIES INTERCHANGEABLE BETWEEN WEAPONS IN TWO OR MORE CLASSES,Products,1,10,90,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,Wpns Assy Interchange Betwn 2/More,Wpns Assy Interchange Betwn 2/More,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0021,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1095,MISCELLANEOUS WEAPONS,Products,1,10,95,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Weapons,Miscellaneous Weapons,Miscellaneous Weapons,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0059,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.6,Weapons
1105,NUCLEAR BOMBS,Products,1,11,5,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Bombs,Nuclear Bombs,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0.0045,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1110,NUCLEAR PROJECTILES,Products,1,11,10,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Projectiles,Nuclear Projectiles,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1115,NUCLEAR WARHEADS & WARHEAD SECTIONS,Products,1,11,15,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Warheads & Warhead Sections,Nuclear Warheads & Warhead Sections,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1120,NUCLEAR DEPTH CHARGES,Products,1,11,20,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Depth Charges,Nuclear Depth Charges,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1125,NUCLEAR DEMOLITION CHARGES,Products,1,11,25,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Demolition Charges,Nuclear Demolition Charges,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1127,NUCLEAR ROCKETS,Products,1,11,27,17,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Rockets,Nuclear Rockets,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1130,"CONVERSION KITS, NUCLEAR ORDNANCE",Products,1,11,30,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,"Conversion Kits, Nuclear Ordnance","Conversion Kits, Nuclear Ordnance",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1135,"FUZING & FIRING DEVICES, NUCLEAR OR",Products,1,11,35,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,"Fuzing & Firing Devices, Nuclear Or","Fuzing & Firing Devices, Nuclear Or",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0.001,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1140,NUCLEAR COMPONENTS,Products,1,11,40,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Nuclear Components,Nuclear Components,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1145,"EXPLOSIVE & PYROTECHNIC COMPS, NUCL",Products,1,11,45,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,"Explosive & Pyrotechnic Comps, Nucl","Explosive & Pyrotechnic Comps, Nucl",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1190,"SPEC TEST & HANDLING EQ, NUCLEAR EQ",Products,1,11,90,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,"Spec Test & Handling Eq, Nuclear Eq","Spec Test & Handling Eq, Nuclear Eq",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1195,MISCELLANEOUS NUCLEAR ORDNANCE,Products,1,11,95,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Nuclear Ordnance,Miscellaneous Nuclear Ordnance,Miscellaneous Nuclear Ordnance,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,1,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Missile and Space Systems,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.5,Nuclear Ordnance
1210,FIRE CONTROL DIRECTORS,Products,1,12,10,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Control Directors,Fire Control Directors,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0.0001,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1220,FIRE CONT COMPUTING SIGHTS & DEVICE,Products,1,12,20,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Cont Computing Sights & Device,Fire Control Computing Sights & Device,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,2,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0.0936,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1230,"FIRE CONTROL SYSTEMS, COMPLETE",Products,1,12,30,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,"Fire Control Systems, Complete","Fire Control Systems, Complete",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,2,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1240,OPTICAL SIGHTING & RANGING EQUIPMEN,Products,1,12,40,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Optical Sighting & Ranging Equipment,Optical Sighting & Ranging Equipment,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0.0011,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1250,FIRE CONTROL STABILIZING MECHANISMS,Products,1,12,50,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Control Stabilizing Mechanisms,Fire Control Stabilizing Mechanisms,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0.0011,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1260,FIRE CONT DESIGNATING-INDICATING EQ,Products,1,12,60,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Control Designating-Indicating Eq,Fire Control Designating-Indicating Eq,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0.0001,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1265,FIRE CONT EQ EXCEPT AIRBORNE,Products,1,12,65,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Conttol Eq Except Airborne,Fire Conttol Eq Except Airborne,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1270,AIRCRAFT GUNNERY FIRE CONT COMPS,Products,1,12,70,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Aircraft Gunnery Fire Control Comps,Aircraft Gunnery Fire Control Comps,Ordnance and Missiles,Aircraft,Aircraft,0,2,1,NULL,NULL,Aircraft,C4ISR,0,Weapons and Ammunition,0.0011,NULL,Aircraft,0,12,Weapons & Ammunition,12.2,Fire Control
1280,AIRCRAFT BOMBING FIRE CONT COMPS,Products,1,12,80,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Aircraft Bombing Fire Control Comps,Aircraft Bombing Fire Control Comps,Ordnance and Missiles,Aircraft,Aircraft,0,NULL,1,NULL,NULL,Aircraft,C4ISR,0,Weapons and Ammunition,0.0001,NULL,Aircraft,0,12,Weapons & Ammunition,12.2,Fire Control
1285,FIRE CONT RADAR EQ EXCEPT AIRBORNE,Products,1,12,85,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Control Radar Eq Except Airborne,Fire Control Radar Eq Except Airborne,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,2,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1287,FIRE CONTROL SONAR EQUIPMENT,Products,1,12,87,17,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Fire Control Sonar Equipment,Fire Control Sonar Equipment,Ordnance and Missiles,Ships,Ships,0,NULL,1,NULL,NULL,Ships,C4ISR,0,Weapons and Ammunition,0,NULL,Ships,0,12,Weapons & Ammunition,12.2,Fire Control
1290,MISC FIRE CONT EQUIPMENT,Products,1,12,90,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Fire Control,Misc Fire Cont Equipment,Misc Fire Cont Equipment,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,C4ISR,0,Weapons and Ammunition,0.0073,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.2,Fire Control
1305,"AMMUNITION, THROUGH 30 MM",Products,1,13,5,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,"Ammunition, through 30 mm","Ammunition, through 30 mm",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0057,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1310,"AMMUNITION, OVER 30 MM UP TO 75 MM",Products,1,13,10,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,"Ammunition, over 30 mm up to 75 mm","Ammunition, over 30 mm up to 75 mm",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1315,"AMMUNITION, 75 MM THROUGH 125 MM.",Products,1,13,15,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,"Ammunition, 75 mm through 125 mm.","Ammunition, 75 mm through 125 mm.",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1320,"AMMUNITION, OVER 125 MM",Products,1,13,20,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,"Ammunition, over 125 mm","Ammunition, over 125 mm",Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1325,BOMBS,Products,1,13,25,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Bombs,Bombs,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,2,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0151,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1330,GRENADES,Products,1,13,30,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Grenades,Grenades,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1336,GUIDED MISSILE WARHEADS AND EXPLOSIVE COMPONENTS,Products,1,13,36,16,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Guided Msl Warhds-Explosive Comps,Guided Msl Warhds-Explosive Comps,Ordnance and Missiles,Missiles & Space,Missiles & Space,0,NULL,NULL,NULL,NULL,Missiles & Space,"Weapons, Ammunition and Missiles",-1,Missile and Space Systems,0,NULL,Missiles & Space,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1337,"GUIDED MISSILE AND SPACE VEHICLE EXPLOSIVE PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",Products,1,13,37,17,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Msl & Space Veh Explosive Propulsn,Msl & Space Veh Explosive Propulsn,Ordnance and Missiles,Missiles & Space,Missiles & Space,0,NULL,NULL,NULL,NULL,Missiles & Space,Space,0,Missile and Space Systems,0.007,NULL,Missiles & Space,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1338,"GUIDED MISSILE AND SPACE VEHICLE INERT PROPULSION UNITS, SOLID FUEL; AND COMPONENTS",Products,1,13,38,18,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Msl & Space Veh Inert Propulsion,Msl & Space Veh Inert Propulsion,Ordnance and Missiles,Missiles & Space,Missiles & Space,0,NULL,NULL,NULL,NULL,Missiles & Space,Space,0,Missile and Space Systems,0,NULL,Missiles & Space,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1340,ROCKETS & ROCKET AMMUNITION,Products,1,13,40,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Rockets & Rocket Ammunition,Rockets & Rocket Ammunition,Ordnance and Missiles,Missiles & Space,Missiles & Space,0,NULL,1,NULL,NULL,Missiles & Space,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Missiles & Space,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1345,LAND MINES,Products,1,13,45,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Land Mines,Land Mines,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0016,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1346,REMOTE MUNITIONS,Products,1,13,46,16,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Remote Munitions,Remote Munitions,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0.0031,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1350,"UNDERWATER MINE AND COMPONENTS, INERT",Products,1,13,50,10,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Underwater Mine Inert Components,Underwater Mine Inert Components,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1351,UNDERWATER MINE EXPLOSIVE COMPS,Products,1,13,51,11,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Underwater Mine Explosive Comps,Underwater Mine Explosive Comps,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1352,UNDERWATER MINE DISPOAL INERT DEVICES,Products,1,13,52,12,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,No Description,No Description,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1353,UNDERWATER MINE DISPOAL EXPLOSIVE DEVICES,Products,1,13,53,13,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,No Description,No Description,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
1355,TORPEDO INERT COMPONENTS,Products,1,13,55,15,Products,Commodity,NULL,0,NULL,2.  Weapons & Ammunition,Ammunition & Explosives,Torpedo Inert Components,Torpedo Inert Components,Ordnance and Missiles,Launchers & Munitions,Launchers & Munitions,0,NULL,NULL,NULL,NULL,Launchers & Munitions,"Weapons, Ammunition and Missiles",0,Weapons and Ammunition,0,NULL,Launchers & Munitions,0,12,Weapons & Ammunition,12.1,Ammunition & Explosives
