Enter file contents here@@ -0,0 +1,9 @@
﻿,NULL,NULL,NULL,NULL
CSA,NULL,NULL,NULL,NULL
FAIR,FAIR OPPORTUNITY GIVEN,NULL,NULL,1
FOO,FOLLOW-ON ACTION FOLLOWING COMPETITIVE INITIAL ACTION,1,1,0
MG,MINIMUM GUARANTEE,0,0,0
ONE,ONLY ONE SOURCE - OTHER,0,1,0
OSA,OTHER STATUTORY AUTHORITY,0,0,0
SS,NULL,NULL,NULL,NULL
URG,URGENCY,0,0,0
