"CSIScontractID","override_unmodified_ceiling","override_unmodified_base","override_change_order_growth","override_exercised_growth","CSIS_inspection"
24892340,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892290,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892344,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893105,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496673,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892307,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893623,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496355,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893650,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328736,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893629,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435865,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893238,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893664,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893355,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893614,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496526,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893040,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893053,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893658,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893627,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893420,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893193,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893285,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892448,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893365,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893281,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893228,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328689,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26374477,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893179,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893370,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892522,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893341,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893235,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893326,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893384,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496671,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893083,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893080,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892527,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328711,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893373,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893151,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893009,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892289,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893020,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328719,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893000,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328720,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893295,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893271,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496428,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893013,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893363,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435853,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892763,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893405,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328718,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893067,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892515,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893555,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893143,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893175,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893305,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
28278891,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893345,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892761,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893255,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892306,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893119,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893194,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893374,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435880,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328704,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893381,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435851,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328701,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892777,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893254,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893274,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
28217853,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893483,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893077,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893327,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893637,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893316,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892236,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893046,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893556,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26374484,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892525,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893052,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893196,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435840,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
25582281,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893347,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892437,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892764,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893421,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892970,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
25582269,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893049,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893127,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893275,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893670,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496677,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893329,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
28242252,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892288,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893412,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893288,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496542,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893364,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893570,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892305,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893647,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893055,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892983,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893376,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496297,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893011,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892520,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893633,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892514,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893185,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892995,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893256,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893396,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496487,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893397,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893202,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893634,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893312,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496616,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893248,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328733,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893383,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893612,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893609,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893085,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893168,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26328710,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893317,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893663,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893125,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328722,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496407,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892433,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893227,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
60407834,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
62949049,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893543,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893279,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893073,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496546,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893659,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893628,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893655,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893173,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496680,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893155,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893486,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893348,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
60439438,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893061,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893606,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893141,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893082,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893043,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893054,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893610,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893224,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26435867,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893626,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496679,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892238,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892404,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892241,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893068,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893107,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893209,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496599,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893622,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893667,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892756,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893615,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893624,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893048,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893342,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892516,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893197,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496538,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496429,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496476,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893171,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892334,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496588,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892753,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893028,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435848,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893221,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893378,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892338,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893075,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893062,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893567,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892301,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892333,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893323,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893668,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892759,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893310,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435846,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893481,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496547,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893603,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893380,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892287,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496589,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893407,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893116,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893064,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328700,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893234,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893361,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893666,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893280,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893562,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435852,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893272,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893485,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893404,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496681,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893014,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893558,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893662,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328712,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
25582276,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892246,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496653,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893001,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893204,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893340,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893108,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
27507241,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435866,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496313,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893005,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893294,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26328728,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
27546894,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893109,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892767,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26435874,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892406,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893291,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
27403802,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
25582249,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893129,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893004,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893393,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496522,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893110,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893413,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893167,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496492,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892285,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26328714,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893300,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893056,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893297,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496314,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
25582263,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26435876,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
28242236,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893036,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892754,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892342,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892300,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892335,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893192,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435858,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893557,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893188,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496302,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496296,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893003,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893261,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893157,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328648,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892308,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893335,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893366,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496544,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893635,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893278,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893299,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893277,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26328672,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893382,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893314,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893371,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893417,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893026,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893406,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892441,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893159,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892524,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892973,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893362,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893223,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893353,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496406,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893130,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893051,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496648,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496659,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892526,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435877,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893636,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893367,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893213,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435845,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893251,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26435861,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893422,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892440,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892988,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
28553216,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893208,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892449,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893286,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328675,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892336,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328744,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893333,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893401,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26374491,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893322,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893076,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893649,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892261,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893181,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496316,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496488,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893398,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496315,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496668,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892348,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893377,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893183,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328708,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892993,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892345,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893390,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328709,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
60441654,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496431,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893392,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893400,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893269,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893162,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893337,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893017,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435835,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893399,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328729,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893292,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893041,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
8496466,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893154,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893135,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496667,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892292,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496332,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496319,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893415,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892247,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893665,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892992,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893177,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893640,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893418,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
25582256,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892297,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26435870,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328633,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496480,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893354,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893426,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893189,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893563,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496652,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
27507239,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893034,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892350,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
26435873,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328738,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893386,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893121,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893160,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893115,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893661,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
26328647,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893416,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893394,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893133,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893142,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892347,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892401,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
8496528,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892512,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893114,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24893651,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893217,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893226,TRUE,FALSE,TRUE,FALSE,"W912UM Won"
24892980,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893387,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893561,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24892772,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
24893569,TRUE,FALSE,FALSE,FALSE,"W912UM Won"
