

====================================================
Starting ETL.Sp_FPDSdelta_5_FixCodeNameMismatch
Start Time: 2026-06-13 12:08:37
Total record to process: 1425010
====================================================
sam_exception









recipient_duns	recipient_uei	recipient_parent_duns	recipient_parent_uei	contract_transaction_unique_key



























productorservicecode	product_or_service_code_description	minofsignedyear	maxofsignedyear	minoflast_modified_year	maxoflast_modified_year	PlatformPortfolio	ProductServiceOrRnDarea	RnD_budgetActivity
7008_-NONE-_HSCG3107P673012_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6AS674_0_-NONE-_0	2026-01-07 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG3107P6AS681_0_-NONE-_0	2026-01-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6AS687_0_-NONE-_0	2026-01-13 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6AS689_0_-NONE-_0	2026-01-13 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
7008_-NONE-_HSCG3107P6AS695_0_-NONE-_0	2026-01-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
7008_-NONE-_HSCG3107P6BA030_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJ002_0_-NONE-_0	2026-01-06 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJ013_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BJA43_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BJA50_0_-NONE-_0	2026-01-07 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG3107P6BJA54_0_-NONE-_0	2026-01-07 00:00:00.0000000	CO	CO	COLORADO	COLORADO
7008_-NONE-_HSCG3107P6BJA55_0_-NONE-_0	2026-01-07 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJA65_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJA67_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJB09_0_-NONE-_0	2026-01-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BJB12_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJB25_0_-NONE-_0	2026-01-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BK426_0_-NONE-_0	2026-01-07 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BK443_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BN332_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BZ372_0_-NONE-_0	2026-01-07 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG3108F6BL333_0_-NONE-_0	2026-01-27 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P673403_0_-NONE-_0	2026-01-28 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6AK100_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6AP127_0_-NONE-_0	2026-02-03 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6AS070_0_-NONE-_0	2026-01-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6AS518_0_-NONE-_0	2026-01-28 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3108P6BA036_0_-NONE-_0	2026-01-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6BA137_0_-NONE-_0	2026-01-23 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6BF093_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6BG001_0_-NONE-_0	2026-01-15 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6BJ033_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6BJ530_0_-NONE-_0	2026-01-30 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
7008_-NONE-_HSCG3108P6BJ727_0_-NONE-_0	2026-02-03 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6BJ762_0_-NONE-_0	2026-02-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6BN178_0_-NONE-_0	2026-02-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6DV125_0_-NONE-_0	2026-01-27 00:00:00.0000000	NH	NH	NEW HAMPSHIRE	NEW HAMPSHIRE
7008_-NONE-_HSCG3108P6F1F01_0_-NONE-_0	2026-01-14 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6F1F07_0_-NONE-_0	2026-01-27 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6HA268_0_-NONE-_0	2026-02-03 00:00:00.0000000	LA	LA	LOUISIANA	LOUISIANA
7008_-NONE-_HSCG3108P6HA301_0_-NONE-_0	2026-02-03 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6S5001_0_-NONE-_0	2026-01-15 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6SAAC0_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6SAAX8_0_-NONE-_0	2026-02-03 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108P6WA159_0_-NONE-_0	2026-01-28 00:00:00.0000000	TX	TX	TEXAS	TEXAS
7008_-NONE-_HSCG3108P6WA224_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6WA229_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3108P6WA478_0_-NONE-_0	2026-02-04 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3108PDTC324_0_-NONE-_0	2026-01-28 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG3108PDTC345_0_-NONE-_0	2026-01-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3307P6SS008_0_-NONE-_0	2026-01-12 00:00:00.0000000	UT	UT	UTAH	UTAH
7008_-NONE-_HSCG3307PSAABH6_0_-NONE-_0	2026-01-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3307PSAABJ3_0_-NONE-_0	2026-01-12 00:00:00.0000000	KY	KY	KENTUCKY	KENTUCKY
7008_-NONE-_HSCG3307PSCA000_0_-NONE-_0	2026-01-06 00:00:00.0000000	OR	OR	OREGON	OREGON
7008_-NONE-_HSCG3307PSCABW3_0_-NONE-_0	2026-01-14 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3307PSCACM1_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3307PSCACT6_0_-NONE-_0	2026-01-12 00:00:00.0000000	OR	OR	OREGON	OREGON
7008_-NONE-_HSCG3307PSCD586_0_-NONE-_0	2026-01-07 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3307PSCK296_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PC29194_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PC55561_0_-NONE-_0	2026-01-14 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3007PCFD012_0_-NONE-_0	2026-01-13 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3007PCM2F35_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCM3052_1_-NONE-_0	2025-05-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCS1AN2_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCS1AX9_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCS1BB3_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCS1ZZ2_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCS2W09_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P39S277_0_-NONE-_0	2026-02-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P39S300_0_-NONE-_0	2026-02-04 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008P3A9062_0_-NONE-_0	2026-02-03 00:00:00.0000000	AZ	AZ	ARIZONA	ARIZONA
7008_-NONE-_HSCG3008P3C2017_0_-NONE-_0	2026-01-20 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2036_0_-NONE-_0	2026-01-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2626_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E11_0_-NONE-_0	2026-01-14 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E12_0_-NONE-_0	2026-01-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E36_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E40_0_-NONE-_0	2026-02-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C3024_0_-NONE-_0	2026-01-20 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG3008P3C3056_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C3141_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C3142_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3DT055_0_-NONE-_0	2026-01-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3DT173_0_-NONE-_0	2026-01-23 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3DT192_0_-NONE-_0	2026-01-23 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG3008P3DT340_0_-NONE-_0	2026-01-29 00:00:00.0000000	CO	CO	COLORADO	COLORADO
7008_-NONE-_HSCG3008P3DT447_0_-NONE-_0	2026-02-02 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008P3GF158_0_-NONE-_0	2026-01-30 00:00:00.0000000	OH	OH	OHIO	OHIO
7008_-NONE-_HSCG3008P3GF165_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3GF219_0_-NONE-_0	2026-02-04 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG3008P3TF018_0_-NONE-_0	2026-01-21 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3008P3TF103_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT011_0_-NONE-_0	2026-01-29 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT031_0_-NONE-_0	2026-01-14 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3008P3WT310_0_-NONE-_0	2026-01-28 00:00:00.0000000	OH	OH	OHIO	OHIO
7008_-NONE-_HSCG3008P3WT536_0_-NONE-_0	2026-01-28 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG3008P3WT601_0_-NONE-_0	2026-01-28 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008P3WT646_0_-NONE-_0	2026-02-03 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008P3WT906_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT920_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WTA01_0_-NONE-_0	2026-02-03 00:00:00.0000000	MN	MN	MINNESOTA	MINNESOTA
7008_-NONE-_HSCG3008P3WTA30_0_-NONE-_0	2026-02-04 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG3008P8WT850_0_-NONE-_0	2026-01-30 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG3008PC40001_0_-NONE-_0	2026-02-03 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG3008PC41029_0_-NONE-_0	2026-01-15 00:00:00.0000000	CT	CT	CONNECTICUT	CONNECTICUT
7008_-NONE-_HSCG3008PC48087_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC62144_0_-NONE-_0	2026-01-29 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3008PC71001_0_-NONE-_0	2026-02-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC78005_0_-NONE-_0	2026-02-03 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008PC78340_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC78359_0_-NONE-_0	2026-01-27 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008PC78486_0_-NONE-_0	2026-01-29 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCB2842_0_-NONE-_0	2026-01-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCB2AU5_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCB2AW2_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCD2E08_0_-NONE-_0	2026-01-29 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCD2J35_0_-NONE-_0	2026-01-20 00:00:00.0000000	OH	OH	OHIO	OHIO
7008_-NONE-_HSCG3008PCD2M19_0_-NONE-_0	2026-01-28 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG3008PCD2T83_0_-NONE-_0	2026-01-27 00:00:00.0000000	IN	IN	INDIANA	INDIANA
7008_-NONE-_HSCG3008PCM2332_0_-NONE-_0	2026-01-22 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCM2N11_0_-NONE-_0	2026-01-22 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCM3UT2_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCS1192_0_-NONE-_0	2026-01-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCS1207_0_-NONE-_0	2026-02-03 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG3008PCS1706_0_-NONE-_0	2026-01-30 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008PCS1A05_0_-NONE-_0	2026-02-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCS208W_0_-NONE-_0	2026-01-07 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3008PCS2BE3_0_-NONE-_0	2026-01-28 00:00:00.0000000	MN	MN	MINNESOTA	MINNESOTA
7008_-NONE-_HSCG3008PCS2BW0_0_-NONE-_0	2026-01-29 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008PCS2EK8_0_-NONE-_0	2026-02-03 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008PCS2ER0_0_-NONE-_0	2026-02-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PCS2FE5_0_-NONE-_0	2026-02-03 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG3008PCS2W73_0_-NONE-_0	2026-01-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3106P6BJA60_0_-NONE-_0	2026-01-12 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
7008_-NONE-_HSCG3107F6SABA3_0_-NONE-_0	2026-01-12 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3107P673645_0_-NONE-_0	2026-01-07 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6AS671_0_-NONE-_0	2026-01-07 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3107P6BJA40_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BJA49_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BJA66_0_-NONE-_0	2026-01-12 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3107P6BJB26_0_-NONE-_0	2026-01-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BN104_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6BN351_0_-NONE-_0	2026-01-13 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3107P6DV313_0_-NONE-_0	2026-01-07 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG3107P6SABV8_0_-NONE-_0	2026-01-13 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3007P3WT736_0_-NONE-_0	2026-01-12 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PC49090_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PC55562_0_-NONE-_0	2026-01-14 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3007PC55590_0_-NONE-_0	2026-01-14 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3007PCM1991_0_-NONE-_0	2026-01-06 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3007PCM1995_0_-NONE-_0	2026-01-06 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3007PCS1BC6_0_-NONE-_0	2026-01-06 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
7008_-NONE-_HSCG3007PCS2FU7_0_-NONE-_0	2026-01-06 00:00:00.0000000	PA	PA	PENNSYLVANIA	PENNSYLVANIA
7008_-NONE-_HSCG3007PCS2FU8_0_-NONE-_0	2026-01-06 00:00:00.0000000	KY	KY	KENTUCKY	KENTUCKY
7008_-NONE-_HSCG3008ACS1W57_0_-NONE-_-NONE-	2026-02-02 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008FCB1237_0_-NONE-_0	2026-01-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P39S075_0_-NONE-_0	2026-01-23 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P39S213_0_-NONE-_0	2026-01-30 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008P3C2E08_0_-NONE-_0	2026-01-14 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E16_0_-NONE-_0	2026-01-20 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG3008P3C2E19_0_-NONE-_0	2026-01-21 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E23_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E30_0_-NONE-_0	2026-01-29 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C2E39_0_-NONE-_0	2026-02-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C3124_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3C4027_0_-NONE-_0	2026-02-03 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008P3DT012_0_-NONE-_0	2026-01-14 00:00:00.0000000	OH	OH	OHIO	OHIO
7008_-NONE-_HSCG3008P3DT108_0_-NONE-_0	2026-01-23 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
7008_-NONE-_HSCG3008P3DT337_0_-NONE-_0	2026-01-29 00:00:00.0000000	CO	CO	COLORADO	COLORADO
7008_-NONE-_HSCG3008P3TF131_0_-NONE-_0	2026-02-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3TF140_0_-NONE-_0	2026-02-04 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WQ657_0_-NONE-_0	2026-02-03 00:00:00.0000000	WI	WI	WISCONSIN	WISCONSIN
7008_-NONE-_HSCG3008P3WT015_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT051_0_-NONE-_0	2026-01-23 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
7008_-NONE-_HSCG3008P3WT070_0_-NONE-_0	2026-01-15 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT370_0_-NONE-_0	2026-01-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT385_0_-NONE-_0	2026-01-28 00:00:00.0000000	MN	MN	MINNESOTA	MINNESOTA
7008_-NONE-_HSCG3008P3WT430_0_-NONE-_0	2026-01-28 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P3WT876_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008P83W360_0_-NONE-_0	2026-01-27 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC24063_0_-NONE-_0	2026-01-20 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
7008_-NONE-_HSCG3008PC25011_0_-NONE-_0	2026-01-23 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC26062_0_-NONE-_0	2026-01-15 00:00:00.0000000	UT	UT	UTAH	UTAH
7008_-NONE-_HSCG3008PC26860_0_-NONE-_0	2026-02-03 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC29198_0_-NONE-_0	2026-01-23 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC39060_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC41047_0_-NONE-_0	2026-01-20 00:00:00.0000000	MN	MN	MINNESOTA	MINNESOTA
7008_-NONE-_HSCG3008PC42006_0_-NONE-_0	2026-01-07 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
7008_-NONE-_HSCG3008PC42146_0_-NONE-_0	2026-01-30 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
7008_-NONE-_HSCG3008PC55086_0_-NONE-_0	2026-01-20 00:00:00.0000000	IL	IL	ILLINOIS	ILLINOIS
7008_-NONE-_HSCG3008PC55166_0_-NONE-_0	2026-01-23 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
7008_-NONE-_HSCG3008PC55307_0_-NONE-_0	2026-01-28 00:00:00.0000000	MI	MI	MICHIGAN	MICHIGAN
7008_-NONE-_HSCG3008PC55333_0_-NONE-_0	2026-01-30 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
