

====================================================
Starting ETL.Sp_FPDSdelta_5_FixCodeNameMismatch
Start Time: 2026-06-13 12:08:37
Total record to process: 1425010
====================================================
sam_exception









recipient_duns	recipient_uei	recipient_parent_duns	recipient_parent_uei	contract_transaction_unique_key



























productorservicecode	product_or_service_code_description	minofsignedyear	maxofsignedyear	minoflast_modified_year	maxoflast_modified_year	PlatformPortfolio	ProductServiceOrRnDarea	RnD_budgetActivity
47784	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	LA		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2009-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	LA		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
229960	2015-03-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MA		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
494041	2015-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MA		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2024-11-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MA		NULL	NULL	NULL	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
4	2013-08-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MA		NULL	NULL				NOT APPLICABLE
47	2010-04-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MA		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
2	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL	NULL	NULL	NULL	NULL
250590	2015-03-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
800663	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2024-11-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL	NULL	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
2	2014-08-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL			NULL	NOT APPLICABLE
10	2013-10-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL				NOT APPLICABLE
1	2012-06-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL	X	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
279	2013-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MD		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
1	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	NULL	NULL	ME		NULL	NULL	NULL	NULL	NULL	NULL
15782	2015-03-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	ME		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
17239	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	ME		NULL	NULL	NULL	NULL		NOT APPLICABLE
101793	2015-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MI		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
626340	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MI		NULL	NULL	NULL	NULL		NOT APPLICABLE
7	2011-09-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MI		NULL	NULL			NULL	NOT APPLICABLE
97	2013-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MI		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
129784	2015-03-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MN		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
126938	2015-03-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MN		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2024-11-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MN		NULL	NULL	NULL	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
1	2010-09-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MN		NULL	NULL			NULL	NOT APPLICABLE
3	2012-08-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MN		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
136273	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MO		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
207178	2015-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MO		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2025-04-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MO		NULL	NULL	NULL	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
10	2010-09-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MO		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
120	2013-09-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MP		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
52	2010-05-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MP		NULL	NULL	NULL	NULL		NOT APPLICABLE
37456	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MS		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
47723	2014-12-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MS		NULL	NULL	NULL	NULL		NOT APPLICABLE
47225	2014-10-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MT		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
25930	2015-02-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MT		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2005-05-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	MT		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
10	2018-02-28 14:57:07.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NAN		NULL	NULL	NULL	NULL	NULL	NULL
78	2010-09-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NAN		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
67	2010-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NAN		NULL	NULL	NULL	NULL		NOT APPLICABLE
101864	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NC		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
132877	2015-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NC		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2024-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NC		NULL	NULL	NULL	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
15	2012-07-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NC		NULL	NULL			NULL	NOT APPLICABLE
1	2011-07-20 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NC		NULL	NULL				NOT APPLICABLE
16551	2014-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	ND		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
12908	2015-02-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	ND		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2014-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	ND		NULL	NULL				NOT APPLICABLE
33944	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NE		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
30853	2015-03-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NE		NULL	NULL	NULL	NULL		NOT APPLICABLE
27127	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NH		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
17207	2015-02-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NH		NULL	NULL	NULL	NULL		NOT APPLICABLE
191691	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NJ		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
403668	2015-03-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NJ		NULL	NULL	NULL	NULL		NOT APPLICABLE
4	2022-09-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NJ		NULL	NULL	NULL	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
1	2010-12-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NJ		NULL	NULL			NULL	NOT APPLICABLE
1	2009-11-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NJ		NULL	NULL				NOT APPLICABLE
5	2011-09-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NJ		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
38329	2015-01-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NM		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
37807	2015-02-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NM		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2007-09-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NM		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
1	2022-06-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL
22135	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NV		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
22334	2014-12-30 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NV		NULL	NULL	NULL	NULL		NOT APPLICABLE
22	2013-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NV		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
271041	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NY		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
351438	2015-03-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NY		NULL	NULL	NULL	NULL		NOT APPLICABLE
29	2013-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	NY		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
194491	2015-03-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OH		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
324026	2015-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OH		NULL	NULL	NULL	NULL		NOT APPLICABLE
12	2011-08-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OH		NULL	NULL			NULL	NOT APPLICABLE
8	2010-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OH		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
53231	2015-03-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OK		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
68199	2015-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OK		NULL	NULL	NULL	NULL		NOT APPLICABLE
36	2013-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OK		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
75347	2015-02-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OR		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
79667	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OR		NULL	NULL	NULL	NULL		NOT APPLICABLE
34	2011-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	OR		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
268726	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PA		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
587151	2015-03-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PA		NULL	NULL	NULL	NULL		NOT APPLICABLE
4	2013-09-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PA		NULL	NULL			NULL	NOT APPLICABLE
3	2013-04-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PA		NULL	NULL				NOT APPLICABLE
4	2011-11-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PA		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
8884	2015-02-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PR		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
10023	2014-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PR		NULL	NULL	NULL	NULL		NOT APPLICABLE
4	2006-02-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	PR		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
15810	2015-03-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	RI		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
21758	2014-12-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	RI		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2010-02-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	RI		NULL	NULL			NULL	NOT APPLICABLE
1	2009-10-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	RI		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
41730	2014-12-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SC		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
85823	2015-03-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SC		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2013-07-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SC		NULL	NULL			NULL	NOT APPLICABLE
3	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SC		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
27845	2015-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SD		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
23883	2015-02-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SD		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2008-08-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	SN		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
6	2022-08-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TELANGANA		NULL	NULL	NULL	NULL	NULL	NULL
68651	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TN		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
93099	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TN		NULL	NULL	NULL	NULL		NOT APPLICABLE
21	2010-12-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TN		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
295767	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TX		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
448668	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TX		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2010-12-08 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TX		NULL	NULL			NULL	NOT APPLICABLE
3	2014-05-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TX		NULL	NULL				NOT APPLICABLE
25	2013-11-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	TX		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
38	2017-09-27 15:02:49.0000000	NULL	NULL	NULL	NULL	NULL	NULL	UNAVAILABLE		NULL	NULL	NULL	NULL	NULL	NULL
12	2010-03-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	UNAVAILABLE		NULL	NULL	NULL	NULL		NOT APPLICABLE
65424	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	UT		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
34617	2014-12-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	UT		NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2015-03-04 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	UT		NULL	NULL			NULL	NOT APPLICABLE
10	2011-02-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	UT		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
2	2018-02-28 14:56:37.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA		NULL	NULL	NULL	NULL	NULL	NULL
341685	2015-03-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1458420	2015-03-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA		NULL	NULL	NULL	NULL		NOT APPLICABLE
3	2010-11-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA		NULL	NULL			NULL	NOT APPLICABLE
90	2014-07-29 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA		NULL	NULL				NOT APPLICABLE
286	2014-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
2	2018-01-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VA	ROMA	NULL	NULL	NULL	NULL	NULL	NULL
507	2015-02-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VI		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
488	2011-03-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VI		NULL	NULL	NULL	NULL		NOT APPLICABLE
123	2025-04-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VI	VIRGIN ISLANDS	NULL	NULL	NULL	NULL	NULL	NULL
73	2016-04-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VI	VIRGIN ISLANDS	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
4	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VI	VIRGIN ISLANDS	NULL	NULL	NULL	NULL		NOT APPLICABLE
9134	2014-12-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VT		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
8885	2014-12-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	VT		NULL	NULL	NULL	NULL		NOT APPLICABLE
106370	2015-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WA		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
136834	2015-02-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WA		NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2010-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WA		NULL	NULL			NULL	NOT APPLICABLE
29	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WA		NULL	NULL	Y	NO - SERVICE WHERE PBA IS NOT USED.		NOT APPLICABLE
87680	2015-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WI		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
299192	2015-03-12 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WI		NULL	NULL	NULL	NULL		NOT APPLICABLE
21984	2015-02-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WV		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
22514	2015-02-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WV		NULL	NULL	NULL	NULL		NOT APPLICABLE
9469	2014-12-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WY		NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
5470	2015-01-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL	NULL	WY		NULL	NULL	NULL	NULL		NOT APPLICABLE
770149	2023-08-06 00:00:00.0000000	NULL	NULL	NULL	NULL			NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
23379	2017-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL			NULL	NULL	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
33	2021-12-07 18:26:41.0000000	NULL	NULL	NULL	NULL			NULL	NULL	NULL	NULL	NULL	NULL		
1	2016-02-17 00:00:00.0000000	NULL	NULL	NULL	NULL			NULL	NULL	NULL	NULL	NULL	NULL		N
28253	2017-08-02 00:00:00.0000000	NULL	NULL	NULL	NULL			NULL	NULL	NULL	NULL	NULL	NULL		NOT APPLICABLE
8	2023-05-17 00:00:00.0000000	NULL	NULL	NULL	NULL			NULL	NULL	NULL	NULL		NO - SERVICE WHERE PBA IS NOT USED.	NULL	NULL
39733	2023-08-06 00:00:00.0000000	NULL	NULL	NULL	NULL					NULL	NULL	NULL	NULL	NULL	NULL
1	2023-07-02 00:00:00.0000000	NULL	NULL	NULL	NULL					NULL	NULL		NO - SERVICE WHERE PBA IS NOT USED.	NULL	NULL
2	2023-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL				*	NULL	NULL	NULL	NULL	NULL	NULL
24	2023-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL				- -	NULL	NULL	NULL	NULL	NULL	NULL
5	2023-01-17 00:00:00.0000000	NULL	NULL	NULL	NULL				05/03/1963	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-06-20 00:00:00.0000000	NULL	NULL	NULL	NULL				0901 PANAMA	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL				18/07/2005	NULL	NULL	NULL	NULL	NULL	NULL
63	2023-08-03 00:00:00.0000000	NULL	NULL	NULL	NULL				AB	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-01-24 00:00:00.0000000	NULL	NULL	NULL	NULL				ABACO IS	NULL	NULL	NULL	NULL	NULL	NULL
27	2023-07-25 00:00:00.0000000	NULL	NULL	NULL	NULL				ABU DHABI	NULL	NULL	NULL	NULL	NULL	NULL
10	2023-07-31 00:00:00.0000000	NULL	NULL	NULL	NULL				ACT	NULL	NULL	NULL	NULL	NULL	NULL
2	2023-07-28 00:00:00.0000000	NULL	NULL	NULL	NULL				AG	NULL	NULL	NULL	NULL	NULL	NULL
2	2023-05-21 00:00:00.0000000	NULL	NULL	NULL	NULL				AGDER	NULL	NULL	NULL	NULL	NULL	NULL
3	2023-03-08 00:00:00.0000000	NULL	NULL	NULL	NULL				AHMADI GOVERNORATE	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-03-22 00:00:00.0000000	NULL	NULL	NULL	NULL				AIC	NULL	NULL	NULL	NULL	NULL	NULL
2	2023-07-19 00:00:00.0000000	NULL	NULL	NULL	NULL				AICHI	NULL	NULL	NULL	NULL	NULL	NULL
11	2023-08-06 00:00:00.0000000	NULL	NULL	NULL	NULL				AJMAN	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-03-15 00:00:00.0000000	NULL	NULL	NULL	NULL				AK	NULL	NULL	NULL	NULL	NULL	NULL
2	2022-12-09 00:00:00.0000000	NULL	NULL	NULL	NULL				AKLAN	NULL	NULL	NULL	NULL	NULL	NULL
2	2023-07-12 00:00:00.0000000	NULL	NULL	NULL	NULL				ALAJUELA	NULL	NULL	NULL	NULL	NULL	NULL
3	2023-03-03 00:00:00.0000000	NULL	NULL	NULL	NULL				ALICANTE	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-06-26 00:00:00.0000000	NULL	NULL	NULL	NULL				ALSACE-CHAMPAGNE-ARDENNE-LORRAINE	NULL	NULL	NULL	NULL	NULL	NULL
2	2023-03-23 00:00:00.0000000	NULL	NULL	NULL	NULL				AM	NULL	NULL	NULL	NULL	NULL	NULL
2	2023-05-14 00:00:00.0000000	NULL	NULL	NULL	NULL				AMMAN	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-04-04 00:00:00.0000000	NULL	NULL	NULL	NULL				ANCONA	NULL	NULL	NULL	NULL	NULL	NULL
7	2023-01-13 00:00:00.0000000	NULL	NULL	NULL	NULL				ANGRA DO HEROISMO	NULL	NULL	NULL	NULL	NULL	NULL
23	2023-07-14 00:00:00.0000000	NULL	NULL	NULL	NULL				ANTWERPEN	NULL	NULL	NULL	NULL	NULL	NULL
120	2023-07-19 00:00:00.0000000	NULL	NULL	NULL	NULL				AOMORI	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-02-08 00:00:00.0000000	NULL	NULL	NULL	NULL				AQUITAINE-LIMOUSIN-POITOU-CHARENTES	NULL	NULL	NULL	NULL	NULL	NULL
8	2023-06-22 00:00:00.0000000	NULL	NULL	NULL	NULL				ARE	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-03-21 00:00:00.0000000	NULL	NULL	NULL	NULL				ATE VITARTE	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-02-07 00:00:00.0000000	NULL	NULL	NULL	NULL				ATH	NULL	NULL	NULL	NULL	NULL	NULL
4	2023-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL				ATLANTICO	NULL	NULL	NULL	NULL	NULL	NULL
198	2023-08-02 00:00:00.0000000	NULL	NULL	NULL	NULL				ATTIKI	NULL	NULL	NULL	NULL	NULL	NULL
3	2023-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL				AUVERGNE-RHONE-ALPES	NULL	NULL	NULL	NULL	NULL	NULL
14	2023-06-02 00:00:00.0000000	NULL	NULL	NULL	NULL				AVELLINO	NULL	NULL	NULL	NULL	NULL	NULL
189	2023-07-09 00:00:00.0000000	NULL	NULL	NULL	NULL				AVON	NULL	NULL	NULL	NULL	NULL	NULL
551	2023-07-27 00:00:00.0000000	NULL	NULL	NULL	NULL				AYRSHIRE	NULL	NULL	NULL	NULL	NULL	NULL
1	2023-06-29 00:00:00.0000000	NULL	NULL	NULL	NULL				BA RIA-VUNG TAU	NULL	NULL	NULL	NULL	NULL	NULL
